,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,146327000.0,66182000.0,-95091000.0,-320000.0,132785000.0
Total Cashflows From Investing Activities,-736025000.0,-1476287000.0,-917086000.0,-438342000.0,-2293826000.0
Net Borrowings,434315000.0,540683000.0,482741000.0,-74207000.0,2380427000.0
Total Cash From Financing Activities,352305000.0,286930000.0,-28674000.0,-1546142000.0,-405365000.0
Change To Operating Activities,-491100000.0,-77322000.0,54645000.0,-145113000.0,-135425000.0
Issuance Of Stock,10115000.0,14318000.0,24514000.0,66142000.0,49545000.0
Net Income,468425000.0,452053000.0,430613000.0,584520000.0,965460000.0
Change In Cash,173076000.0,-124977000.0,467395000.0,411498000.0,33252000.0
Repurchase Of Stock,-66572000.0,-239708000.0,-373960000.0,-692391000.0,-2624278000.0
Effect Of Exchange Rate,44408000.0,-41702000.0,21877000.0,81832000.0,-48382000.0
Total Cash From Operating Activities,512388000.0,1106082000.0,1391278000.0,2314150000.0,2780825000.0
Depreciation,451151000.0,522813000.0,878335000.0,1614440000.0,1691384000.0
Other Cashflows From Investing Activities,8568000.0,-3305000.0,35404000.0,39323000.0,10822000.0
Dividends Paid,-6732000.0,-6332000.0,-63498000.0,-233216000.0,-259726000.0
Change To Account Receivables,-14096000.0,-33386000.0,-115528000.0,55986000.0,-165543000.0
Other Cashflows From Financing Activities,-18821000.0,-22031000.0,-98471000.0,-612470000.0,48667000.0
Change To Netincome,-93417000.0,124201000.0,172218000.0,126490000.0,198836000.0
Capital Expenditures,-181905000.0,-213290000.0,-307868000.0,-436236000.0,-493216000.0
