,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-57000000.0,-39000000.0,-91000000.0,2000000.0,
Change To Liabilities,44000000.0,113000000.0,-177000000.0,-56000000.0,476000000.0
Total Cashflows From Investing Activities,-639000000.0,-205000000.0,556000000.0,-494000000.0,-3039000000.0
Net Borrowings,-706000000.0,-634000000.0,-655000000.0,2816000000.0,-761000000.0
Total Cash From Financing Activities,-1138000000.0,-1526000000.0,-2148000000.0,2204000000.0,-272000000.0
Change To Operating Activities,-310000000.0,-337000000.0,-232000000.0,-122000000.0,-113000000.0
Issuance Of Stock,21000000.0,21000000.0,3000000.0,1000000.0,1000000.0
Net Income,-2153000000.0,268000000.0,4438000000.0,510000000.0,2187000000.0
Change In Cash,226000000.0,-473000000.0,-228000000.0,3545000000.0,-2820000000.0
Repurchase Of Stock,-1250000000.0,-1250000000.0,-1440000000.0,-229000000.0,-48000000.0
Effect Of Exchange Rate,-1000000.0,1000000.0,-2000000.0,-2000000.0,-2000000.0
Total Cash From Operating Activities,1610000000.0,1377000000.0,1413000000.0,1837000000.0,493000000.0
Depreciation,745000000.0,578000000.0,548000000.0,604000000.0,972000000.0
Other Cashflows From Investing Activities,-810000000.0,-850000000.0,-75000000.0,-53000000.0,-41000000.0
Dividends Paid,-38000000.0,-37000000.0,-32000000.0,-295000000.0,-319000000.0
Change To Inventory,143000000.0,29000000.0,22000000.0,27000000.0,-61000000.0
Other Cashflows From Financing Activities,-394000000.0,374000000.0,-24000000.0,-89000000.0,855000000.0
Change To Netincome,3195000000.0,780000000.0,-3217000000.0,826000000.0,-1775000000.0
Capital Expenditures,-254000000.0,-388000000.0,-228000000.0,-230000000.0,-269000000.0
Change To Account Receivables,-83000000.0,-83000000.0,5000000.0,,-1232000000.0
