,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,602000.0,38368000.0,-51297000.0,-11670000.0,17162000.0,-601000.0,-31584000.0,258000.0
Change To Liabilities,29972000.0,31603000.0,-23745000.0,-13709000.0,37042000.0,-7591000.0,57601000.0,-19563000.0
Total Cashflows From Investing Activities,-43258000.0,-14453000.0,-102730000.0,-59753000.0,-49145000.0,-32754000.0,-66047000.0,-16748000.0
Net Borrowings,-200000.0,-232000.0,-217000.0,-573000.0,-600000.0,-615000.0,-629000.0,-668000.0
Total Cash From Financing Activities,56407000.0,931000.0,11872000.0,12835000.0,3679000.0,-19343000.0,9005000.0,96000.0
Change To Operating Activities,28696000.0,24271000.0,54980000.0,-13015000.0,3652000.0,69616000.0,7106000.0,39816000.0
Issuance Of Stock,69194000.0,7783000.0,18709000.0,20028000.0,11016000.0,39574000.0,39574000.0,16398000.0
Net Income,290298000.0,-15203000.0,149850000.0,53535000.0,149456000.0,181739000.0,563851000.0,0.0
Change In Cash,283524000.0,171125000.0,14327000.0,156846000.0,127650000.0,201442000.0,58457000.0,199299000.0
Repurchase Of Stock,,,-11992000.0,-11992000.0,-11992000.0,-11992000.0,-29940000.0,-2161000.0
Effect Of Exchange Rate,993000.0,2532000.0,-2136000.0,-2331000.0,172000.0,-1559000.0,148000.0,210000.0
Total Cash From Operating Activities,269382000.0,182115000.0,107321000.0,206095000.0,172944000.0,255098000.0,115351000.0,215741000.0
Depreciation,12394000.0,12749000.0,15666000.0,13838000.0,14057000.0,15091000.0,17558000.0,16438000.0
Change To Inventory,-3672000.0,180000.0,-10264000.0,-4406000.0,-11881000.0,72000.0,-4750000.0,-13903000.0
Change To Account Receivables,-77011000.0,64068000.0,-117529000.0,84637000.0,-40813000.0,-78519000.0,-99611000.0,53956000.0
Other Cashflows From Financing Activities,-12587000.0,-6620000.0,-6620000.0,-6620000.0,-6737000.0,-6736000.0,-13473000.0,-13473000.0
Change To Netincome,-11495000.0,64247000.0,38263000.0,85215000.0,21031000.0,75090000.0,-426404000.0,101005000.0
Capital Expenditures,-43860000.0,-52821000.0,-51433000.0,-48083000.0,-66307000.0,-32153000.0,-34463000.0,-17006000.0
