,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28
Investments,-9219000000.0,4420000000.0,-2941000000.0,-3182000000.0,331000000.0,11655000000.0,3615000000.0
Change To Liabilities,1451000000.0,-1857000000.0,-91000000.0,879000000.0,773000000.0,-2222000000.0,123000000.0
Total Cashflows From Investing Activities,-9655000000.0,3852000000.0,-3384000000.0,-3911000000.0,-781000000.0,10730000000.0,2432000000.0
Net Borrowings,-1000000000.0,-1631000000.0,-1631000000.0,14934000000.0,-1500000000.0,-4250000000.0,
Total Cash From Financing Activities,-6493000000.0,-4554000000.0,-6129000000.0,6798000000.0,-11468000000.0,-12053000000.0,-1579000000.0
Change To Operating Activities,380000000.0,165000000.0,64000000.0,13000000.0,270000000.0,-7000000.0,-192000000.0
Issuance Of Stock,567000000.0,205000000.0,143000000.0,871000000.0,148000000.0,157000000.0,52000000.0
Net Income,2251000000.0,2442000000.0,5021000000.0,4032000000.0,2457000000.0,-1247000000.0,2319000000.0
Change In Cash,-9963000000.0,725000000.0,-5680000000.0,7777000000.0,-7039000000.0,-5121000000.0,4744000000.0
Repurchase Of Stock,-5423000000.0,-4059000000.0,-4073000000.0,-8045000000.0,-8815000000.0,-7076000000.0,-774000000.0
Effect Of Exchange Rate,232000000.0,39000000.0,129000000.0,48000000.0,-181000000.0,-116000000.0,46000000.0
Total Cash From Operating Activities,5953000000.0,1388000000.0,3704000000.0,4842000000.0,5391000000.0,-3682000000.0,3845000000.0
Depreciation,543000000.0,573000000.0,571000000.0,608000000.0,630000000.0,634000000.0,663000000.0
Dividends Paid,-730000000.0,-717000000.0,-699000000.0,-917000000.0,-887000000.0,-861000000.0,-855000000.0
Change To Account Receivables,1077000000.0,186000000.0,-174000000.0,-948000000.0,852000000.0,-63000000.0,-137000000.0
Other Cashflows From Financing Activities,93000000.0,17000000.0,131000000.0,-45000000.0,-414000000.0,-23000000.0,-2000000.0
Change To Netincome,679000000.0,378000000.0,-1910000000.0,418000000.0,503000000.0,-273000000.0,769000000.0
Capital Expenditures,-436000000.0,-568000000.0,-414000000.0,-717000000.0,-1062000000.0,-925000000.0,-1101000000.0
