,2018-05-31,2019-05-31,2020-05-31,2021-05-31,2022-05-31
Investments,-2165000000.0,28580000000.0,11531000000.0,-10922000000.0,15879000000.0
Change To Liabilities,-24000000.0,204000000.0,-718000000.0,382000000.0,-726000000.0
Total Cashflows From Investing Activities,-5625000000.0,26557000000.0,9843000000.0,-13098000000.0,11220000000.0
Net Borrowings,2643000000.0,-4500000000.0,15388000000.0,12303000000.0,-8250000000.0
Total Cash From Financing Activities,-9982000000.0,-42056000000.0,-6132000000.0,-10378000000.0,-29126000000.0
Change To Operating Activities,-258000000.0,261000000.0,665000000.0,622000000.0,11000000.0
Issuance Of Stock,2402000000.0,2155000000.0,1588000000.0,1786000000.0,482000000.0
Net Income,3587000000.0,11083000000.0,10135000000.0,13746000000.0,6717000000.0
Change In Cash,-164000000.0,-1106000000.0,16725000000.0,-7141000000.0,-8715000000.0
Repurchase Of Stock,-11853000000.0,-36643000000.0,-19905000000.0,-21600000000.0,-17341000000.0
Effect Of Exchange Rate,57000000.0,-158000000.0,-125000000.0,448000000.0,-348000000.0
Total Cash From Operating Activities,15386000000.0,14551000000.0,13139000000.0,15887000000.0,9539000000.0
Depreciation,2785000000.0,2919000000.0,2968000000.0,2295000000.0,2647000000.0
Dividends Paid,-3140000000.0,-2932000000.0,-3070000000.0,-3063000000.0,-3457000000.0
Change To Account Receivables,267000000.0,-272000000.0,-445000000.0,333000000.0,-874000000.0
Other Cashflows From Financing Activities,-34000000.0,-136000000.0,-133000000.0,196000000.0,-560000000.0
Change To Netincome,879000000.0,809000000.0,978000000.0,-627000000.0,1687000000.0
Capital Expenditures,-1736000000.0,-1660000000.0,-1564000000.0,-2135000000.0,-4511000000.0
