,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-2590000.0,-5870000.0,-2185000.0,9476000.0,-2714000.0
Change To Liabilities,53421000.0,73730000.0,-12234000.0,-31519000.0,143939000.0
Total Cashflows From Investing Activities,-357803000.0,-303695000.0,-1663625000.0,-863573000.0,-666590000.0
Net Borrowings,-612458000.0,-113567000.0,1296228000.0,339798000.0,-1112832000.0
Total Cash From Financing Activities,-1086868000.0,-786526000.0,1042687000.0,177261000.0,50212000.0
Change To Operating Activities,-269594000.0,-4180000.0,-37581000.0,-207109000.0,144479000.0
Issuance Of Stock,8238000.0,3633000.0,4814000.0,40437000.0,1472280000.0
Net Income,54850000.0,693562000.0,533228000.0,375764000.0,123672000.0
Change In Cash,-1132453000.0,-581983000.0,57790000.0,133614000.0,-307452000.0
Repurchase Of Stock,-258376000.0,-517240000.0,-11031000.0,-5143000.0,-8140000.0
Effect Of Exchange Rate,8239000.0,-37927000.0,-40646000.0,21012000.0,-35331000.0
Total Cash From Operating Activities,303979000.0,546165000.0,719374000.0,798914000.0,344257000.0
Depreciation,196928000.0,200698000.0,213484000.0,231984000.0,254000000.0
Dividends Paid,-140557000.0,-144596000.0,-152204000.0,-161818000.0,-177853000.0
Change To Inventory,-101545000.0,-124067000.0,-46304000.0,51978000.0,-127401000.0
Change To Account Receivables,-74545000.0,-97448000.0,-18220000.0,100118000.0,-49295000.0
Other Cashflows From Financing Activities,-83715000.0,-14756000.0,-95120000.0,-36013000.0,-123243000.0
Change To Netincome,444464000.0,-196130000.0,87001000.0,277698000.0,-145137000.0
Capital Expenditures,-317703000.0,-699991000.0,-851796000.0,-850477000.0,-953667000.0
Other Cashflows From Investing Activities,6857000.0,,,,
