,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,2039600000.0,2058100000.0,2504000000.0,2461000000.0,2488000000.0,2402000000.0,2319000000.0
Capital Surplus,6576700000.0,6592400000.0,6604000000.0,6618000000.0,6638000000.0,6659000000.0,6606000000.0
Total Liab,3958800000.0,4133600000.0,4372000000.0,4207000000.0,4301000000.0,4163000000.0,4177000000.0
Total Stockholder Equity,4643100000.0,4760500000.0,4967000000.0,4927000000.0,5074000000.0,5122000000.0,5042000000.0
Minority Interest,2300000.0,1800000.0,3000000.0,3000000.0,3000000.0,3000000.0,1000000.0
Other Current Liab,88600000.0,103600000.0,193000000.0,107000000.0,111000000.0,105000000.0,157000000.0
Total Assets,8604200000.0,8895900000.0,9342000000.0,9137000000.0,9378000000.0,9288000000.0,9220000000.0
Common Stock,2600000.0,2600000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,8900000.0,,102000000.0,7000000.0,9000000.0,17000000.0,131000000.0
Retained Earnings,1124700000.0,1156200000.0,1233000000.0,1328000000.0,1402000000.0,1481000000.0,1560000000.0
Other Liab,912100000.0,920000000.0,947000000.0,947000000.0,965000000.0,968000000.0,924000000.0
Good Will,3227200000.0,3282700000.0,3986000000.0,3952000000.0,4033000000.0,4000000000.0,3976000000.0
Treasury Stock,-3060900000.0,-2990700000.0,-2873000000.0,-3022000000.0,-2969000000.0,-3021000000.0,-3127000000.0
Other Assets,64000000.0,59000000.0,94000000.0,102000000.0,119000000.0,128000000.0,122000000.0
Cash,1109100000.0,1272000000.0,438000000.0,318000000.0,332000000.0,281000000.0,339000000.0
Total Current Liabilities,763000000.0,1178200000.0,1317000000.0,1212000000.0,1251000000.0,1126000000.0,1186000000.0
Deferred Long Term Asset Charges,,,8000000.0,,,,14000000.0
Other Stockholder Equity,-644700000.0,-577600000.0,-464000000.0,-554000000.0,-511000000.0,-567000000.0,-592000000.0
Property Plant Equipment,910500000.0,916500000.0,967000000.0,926000000.0,953000000.0,954000000.0,966000000.0
Total Current Assets,2362900000.0,2579600000.0,1791000000.0,1696000000.0,1785000000.0,1804000000.0,1837000000.0
Net Tangible Assets,-623700000.0,-580300000.0,-1523000000.0,-1486000000.0,-1447000000.0,-1280000000.0,-1253000000.0
Short Term Investments,,,33000000.0,,,,22000000.0
Net Receivables,500200000.0,628100000.0,673000000.0,643000000.0,678000000.0,748000000.0,747000000.0
Long Term Debt,2182700000.0,1930000000.0,1977000000.0,1923000000.0,1946000000.0,1930000000.0,1921000000.0
Inventory,548900000.0,489100000.0,466000000.0,500000000.0,539000000.0,532000000.0,504000000.0
Accounts Payable,214100000.0,242800000.0,305000000.0,283000000.0,281000000.0,276000000.0,268000000.0
Short Long Term Debt,,296100000.0,296000000.0,328000000.0,305000000.0,151000000.0,
