,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30,2021-10-29,2022-01-28
Intangible Assets,1199931000.0,1199900000.0,1199870000.0,1199840000.0,1199810000.0,1199780000.0,1199750000.0
Capital Surplus,3381819000.0,3426729000.0,3446612000.0,3457160000.0,3504850000.0,3527285000.0,3587914000.0
Total Liab,18491362000.0,19167923000.0,19201386000.0,18986773000.0,19350673000.0,19735501000.0,20065385000.0
Total Stockholder Equity,7356071000.0,6985519000.0,6661238000.0,6249925000.0,6137135000.0,6189801000.0,6261986000.0
Other Current Liab,16246000.0,10713000.0,324710000.0,57953000.0,8234000.0,11393000.0,389682000.0
Total Assets,25847433000.0,26153442000.0,25862624000.0,25236698000.0,25487808000.0,25925302000.0,26327371000.0
Common Stock,217906000.0,214375000.0,210687000.0,206680000.0,204142000.0,202743000.0,201265000.0
Retained Earnings,3758995000.0,3346821000.0,3006102000.0,2588006000.0,2429821000.0,2461208000.0,2473999000.0
Other Liab,866289000.0,865112000.0,974240000.0,1041223000.0,1053108000.0,1059062000.0,1023251000.0
Good Will,4338589000.0,4338589000.0,4338589000.0,4338589000.0,4338589000.0,4338589000.0,4338589000.0
Treasury Stock,-2649000.0,-2406000.0,-2163000.0,-1921000.0,-1678000.0,-1435000.0,-1192000.0
Other Assets,35718000.0,36364000.0,36619000.0,42380000.0,47417000.0,44562000.0,46132000.0
Cash,2959604000.0,2199443000.0,1376577000.0,688055000.0,313666000.0,488662000.0,344829000.0
Total Current Liabilities,5411188000.0,5886211000.0,5710783000.0,5315398000.0,5479084000.0,5740499000.0,5979357000.0
Other Stockholder Equity,-2649000.0,-2406000.0,-2163000.0,-1921000.0,-1678000.0,-1435000.0,-1192000.0
Property Plant Equipment,12675787000.0,13045157000.0,13373327000.0,13614144000.0,13909274000.0,14160537000.0,14439057000.0
Total Current Assets,7597408000.0,7533432000.0,6914219000.0,6041745000.0,5992718000.0,6181834000.0,6303843000.0
Net Tangible Assets,1817551000.0,1447030000.0,1122779000.0,711496000.0,598736000.0,651432000.0,723647000.0
Net Receivables,36176000.0,111139000.0,90760000.0,16637000.0,127011000.0,120374000.0,97394000.0
Long Term Debt,4089001000.0,4131573000.0,4130975000.0,4130710000.0,4156765000.0,4127426000.0,4172068000.0
Inventory,4391157000.0,5025810000.0,5247477000.0,5099465000.0,5279273000.0,5298859000.0,5614325000.0
Accounts Payable,3400642000.0,3770528000.0,3614089000.0,3294423000.0,3369984000.0,3532639000.0,3738604000.0
