,2017-09-30,2018-09-30,2019-09-30,2020-09-30
Investments,10469000.0,-403558000.0,300458000.0,268512000.0
Change To Liabilities,124588000.0,57599000.0,185428000.0,70256000.0
Total Cashflows From Investing Activities,-32212000.0,-456023000.0,-414634000.0,-747002000.0
Net Borrowings,390000000.0,390000000.0,390000000.0,390000000.0
Total Cash From Financing Activities,-546032000.0,-551263000.0,-155447000.0,337243000.0
Change To Operating Activities,-16946000.0,16053000.0,-98191000.0,-125836000.0
Issuance Of Stock,47039000.0,48818000.0,45598000.0,52835000.0
Net Income,420761000.0,453689000.0,427734000.0,307441000.0
Change In Cash,158730000.0,-248558000.0,176360000.0,250572000.0
Repurchase Of Stock,-600090000.0,-600081000.0,-201045000.0,-102552000.0
Effect Of Exchange Rate,-3307000.0,-2340000.0,-1400000.0,-567000.0
Total Cash From Operating Activities,740281000.0,761068000.0,747841000.0,660898000.0
Depreciation,61148000.0,59491000.0,68507000.0,95857000.0
Change To Inventory,4218000.0,-734000.0,-3832000.0,6503000.0
Change To Account Receivables,-24115000.0,-4889000.0,-18305000.0,46502000.0
Other Cashflows From Financing Activities,7019000.0,-3040000.0,-3040000.0,-3040000.0
Change To Netincome,170627000.0,179859000.0,186500000.0,260175000.0
Capital Expenditures,-38681000.0,-53465000.0,-103542000.0,-59940000.0
Other Cashflows From Investing Activities,-73000.0,36000.0,,
