,2018-03-31,2019-03-30,2020-03-28,2021-03-27,2022-04-02
Investments,-22900000.0,-673300000.0,950700000.0,302600000.0,-546000000.0
Change To Liabilities,66000000.0,-21200000.0,-64300000.0,293600000.0,194600000.0
Total Cashflows From Investing Activities,-189100000.0,-879300000.0,702100000.0,195000000.0,-717900000.0
Net Borrowings,-18100000.0,68600000.0,461400000.0,453000000.0,-23100000.0
Total Cash From Financing Activities,-197500000.0,-605700000.0,-438200000.0,356800000.0,-665700000.0
Change To Operating Activities,-34400000.0,-4800000.0,50800000.0,-40600000.0,-65000000.0
Net Income,162800000.0,430900000.0,384300000.0,-121100000.0,600100000.0
Change In Cash,643700000.0,-729000000.0,1003300000.0,958200000.0,-716000000.0
Repurchase Of Stock,-17100000.0,-502600000.0,-694800000.0,-37700000.0,-492600000.0
Effect Of Exchange Rate,55200000.0,-27800000.0,-15200000.0,25500000.0,-48300000.0
Total Cash From Operating Activities,975100000.0,783800000.0,754600000.0,380900000.0,715900000.0
Depreciation,281100000.0,267200000.0,269500000.0,247600000.0,229700000.0
Other Cashflows From Investing Activities,-28300000.0,-28300000.0,900000.0,200000.0,-5000000.0
Dividends Paid,-162400000.0,-190700000.0,-203900000.0,-49800000.0,-150000000.0
Change To Inventory,65400000.0,-83600000.0,72300000.0,3700000.0,-269300000.0
Change To Account Receivables,34500000.0,10100000.0,57600000.0,-143000000.0,32400000.0
Change To Netincome,234600000.0,155500000.0,26900000.0,178500000.0,55700000.0
Capital Expenditures,-161600000.0,-197700000.0,-270300000.0,-107800000.0,-166900000.0
Other Cashflows From Financing Activities,-2800000.0,-2800000.0,-900000.0,-8700000.0,
Issuance Of Stock,100000.0,21800000.0,,,
