,2017-06-30,2018-06-30,2019-06-30,2020-06-30,2021-06-30,2022-06-30
Investments,-789200000.0,-1421800000.0,-1513600000.0,3743300000.0,-3027900000.0,-6483500000.0
Change To Liabilities,-11600000.0,-1900000.0,-10700000.0,-18300000.0,36900000.0,-16400000.0
Total Cashflows From Investing Activities,-1113200000.0,-2504600000.0,-2197700000.0,3156300000.0,-3515000000.0,-7014400000.0
Net Borrowings,-2000000.0,-7300000.0,259900000.0,-250600000.0,989600000.0,127400000.0
Total Cash From Financing Activities,-8281700000.0,-1655900000.0,-207700000.0,-5890600000.0,6437500000.0,13653400000.0
Change To Operating Activities,-983700000.0,-747800000.0,-721200000.0,-987900000.0,-634500000.0,-1135400000.0
Issuance Of Stock,95700000.0,69300000.0,72900000.0,50000000.0,104100000.0,96500000.0
Net Income,1787800000.0,1884900000.0,2292800000.0,2466500000.0,2598500000.0,2948900000.0
Change In Cash,-7277000000.0,-1639500000.0,254100000.0,257400000.0,6089600000.0,9639800000.0
Repurchase Of Stock,-1259600000.0,-989300000.0,-937700000.0,-1006300000.0,-1372300000.0,-1969400000.0
Effect Of Exchange Rate,-8000000.0,5800000.0,-28800000.0,-34500000.0,73800000.0,-98700000.0
Total Cash From Operating Activities,2125900000.0,2515200000.0,2688300000.0,3026200000.0,3093300000.0,3099500000.0
Depreciation,316100000.0,377600000.0,409000000.0,480000000.0,510700000.0,515100000.0
Dividends Paid,-995200000.0,-1063700000.0,-1293000000.0,-1470500000.0,-1575500000.0,-1659000000.0
Change To Account Receivables,23400000.0,-291800000.0,-473900000.0,-113800000.0,-339800000.0,-486500000.0
Other Cashflows From Financing Activities,-6120600000.0,335100000.0,1690200000.0,-3213200000.0,8291600000.0,17057900000.0
Change To Netincome,206000000.0,456800000.0,318300000.0,284700000.0,-13800000.0,318600000.0
Capital Expenditures,-240200000.0,-206100000.0,-162000000.0,-172700000.0,-178600000.0,-174400000.0
