,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,101000000.0,88900000.0,77400000.0,87200000.0,84000000.0,77200000.0,70500000.0
Capital Surplus,6085100000.0,6304300000.0,6445200000.0,6627300000.0,6804400000.0,7015100000.0,7164000000.0
Total Liab,1337200000.0,1330800000.0,1409800000.0,1350200000.0,1417500000.0,1475100000.0,1603500000.0
Total Stockholder Equity,8740500000.0,9257800000.0,9731500000.0,10153500000.0,10837500000.0,11410900000.0,11901100000.0
Minority Interest,25900000.0,28900000.0,27600000.0,36700000.0,42000000.0,48600000.0,50400000.0
Deferred Long Term Liab,47900000.0,48500000.0,53100000.0,,,,71800000.0
Other Current Liab,459000000.0,426900000.0,423000000.0,423300000.0,441200000.0,427200000.0,443300000.0
Total Assets,10103600000.0,10617500000.0,11168900000.0,11540400000.0,12297000000.0,12934600000.0,13555000000.0
Common Stock,100000.0,100000.0,100000.0,100000.0,100000.0,400000.0,400000.0
Retained Earnings,2633000000.0,2937200000.0,3261300000.0,3514700000.0,4022700000.0,4390100000.0,4760900000.0
Other Liab,412400000.0,436100000.0,386600000.0,445600000.0,412900000.0,447800000.0,387100000.0
Good Will,336800000.0,336300000.0,336700000.0,344500000.0,344300000.0,344300000.0,343600000.0
Treasury Stock,22300000.0,16200000.0,24900000.0,11400000.0,10300000.0,5300000.0,-24200000.0
Other Assets,730000000.0,739100000.0,699800000.0,731000000.0,857200000.0,903200000.0,914100000.0
Cash,2035600000.0,1370600000.0,1622600000.0,1401800000.0,1615500000.0,1346700000.0,1290900000.0
Total Current Liabilities,924800000.0,894700000.0,965200000.0,904600000.0,1004600000.0,1027300000.0,1149800000.0
Deferred Long Term Asset Charges,365500000.0,360300000.0,367700000.0,336600000.0,394400000.0,411500000.0,441400000.0
Other Stockholder Equity,22300000.0,16200000.0,24900000.0,11400000.0,10300000.0,5300000.0,-24200000.0
Property Plant Equipment,1450300000.0,1509700000.0,1641200000.0,1592900000.0,1651200000.0,1737900000.0,1950800000.0
Total Current Assets,5899000000.0,6300300000.0,6625900000.0,6066400000.0,6016600000.0,5728000000.0,5844900000.0
Long Term Investments,1586500000.0,1643200000.0,1787900000.0,2718400000.0,3343700000.0,4144000000.0,4431100000.0
Net Tangible Assets,8302700000.0,8832600000.0,9317400000.0,9721800000.0,10409200000.0,10989400000.0,11487000000.0
Short Term Investments,2452700000.0,3413500000.0,3548900000.0,3155700000.0,2823700000.0,2785300000.0,2940000000.0
Net Receivables,580600000.0,657300000.0,726600000.0,733300000.0,794300000.0,793600000.0,893000000.0
Inventory,645500000.0,662900000.0,601500000.0,576800000.0,569700000.0,584900000.0,587100000.0
Accounts Payable,108900000.0,116000000.0,81600000.0,103100000.0,117900000.0,120000000.0,121200000.0
Other Current Assets,2400000.0,,,,,,
