,2017-10-31,2018-10-31,2019-10-31,2020-10-31
Intangible Assets,361000000.0,491000000.0,1107000000.0,831000000.0
Capital Surplus,5300000000.0,5308000000.0,5277000000.0,5311000000.0
Total Liab,3591000000.0,3970000000.0,4704000000.0,4754000000.0
Total Stockholder Equity,4831000000.0,4567000000.0,4748000000.0,4873000000.0
Other Current Liab,385000000.0,435000000.0,666000000.0,496000000.0
Total Assets,8426000000.0,8541000000.0,9452000000.0,9627000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,115000000.0,128000000.0,130000000.0,127000000.0
Retained Earnings,-126000000.0,-336000000.0,-18000000.0,81000000.0
Other Liab,527000000.0,1000000000.0,833000000.0,876000000.0
Good Will,2607000000.0,2973000000.0,3593000000.0,3602000000.0
Treasury Stock,-346000000.0,-408000000.0,-514000000.0,-522000000.0
Other Assets,394000000.0,339000000.0,611000000.0,601000000.0
Cash,2678000000.0,2247000000.0,1382000000.0,1441000000.0
Total Current Liabilities,1263000000.0,1171000000.0,2080000000.0,1467000000.0
Deferred Long Term Asset Charges,240000000.0,165000000.0,410000000.0,380000000.0
Other Stockholder Equity,-346000000.0,-408000000.0,-514000000.0,-522000000.0
Property Plant Equipment,757000000.0,822000000.0,850000000.0,1020000000.0
Total Current Assets,4169000000.0,3848000000.0,3189000000.0,3415000000.0
Long Term Investments,138000000.0,68000000.0,102000000.0,158000000.0
Net Tangible Assets,1863000000.0,1103000000.0,48000000.0,440000000.0
Net Receivables,801000000.0,835000000.0,998000000.0,1127000000.0
Long Term Debt,1801000000.0,1799000000.0,1791000000.0,2284000000.0
Inventory,575000000.0,638000000.0,679000000.0,720000000.0
Accounts Payable,305000000.0,340000000.0,354000000.0,354000000.0
Minority Interest,4000000.0,4000000.0,,
Short Long Term Debt,100000000.0,,,
