,2021-04-30,2021-01-31,2020-10-31,2020-07-31
Intangible Assets,1005000000.0,787000000.0,831000000.0,876000000.0
Capital Surplus,5271000000.0,5266000000.0,5311000000.0,5324000000.0
Total Liab,5588000000.0,4870000000.0,4754000000.0,4565000000.0
Total Stockholder Equity,4810000000.0,4804000000.0,4873000000.0,4981000000.0
Other Current Liab,526000000.0,467000000.0,496000000.0,450000000.0
Total Assets,10398000000.0,9674000000.0,9627000000.0,9546000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,268000000.0,312000000.0,127000000.0,211000000.0
Retained Earnings,-12000000.0,4000000.0,81000000.0,130000000.0
Other Liab,912000000.0,822000000.0,876000000.0,835000000.0
Good Will,4054000000.0,3618000000.0,3602000000.0,3606000000.0
Treasury Stock,-452000000.0,-469000000.0,-522000000.0,-476000000.0
Other Assets,567000000.0,579000000.0,601000000.0,642000000.0
Cash,1380000000.0,1329000000.0,1441000000.0,1358000000.0
Total Current Liabilities,1758000000.0,1687000000.0,1467000000.0,1314000000.0
Other Stockholder Equity,-452000000.0,-469000000.0,-522000000.0,-476000000.0
Property Plant Equipment,1070000000.0,1042000000.0,1020000000.0,1029000000.0
Total Current Assets,3514000000.0,3483000000.0,3415000000.0,3245000000.0
Long Term Investments,188000000.0,165000000.0,158000000.0,148000000.0
Net Tangible Assets,-249000000.0,399000000.0,440000000.0,499000000.0
Net Receivables,1075000000.0,1087000000.0,1127000000.0,930000000.0
Long Term Debt,2727000000.0,2185000000.0,2284000000.0,2283000000.0
Inventory,791000000.0,755000000.0,720000000.0,746000000.0
Accounts Payable,423000000.0,398000000.0,354000000.0,311000000.0
Deferred Long Term Asset Charges,,,380000000.0,
