,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,167200000.0,99600000.0,93200000.0,75800000.0
Total Cashflows From Investing Activities,-374700000.0,-629400000.0,-1780000000.0,-376200000.0
Net Borrowings,-11700000.0,17600000.0,1490400000.0,-307500000.0
Total Cash From Financing Activities,-1432500000.0,-1378800000.0,270500000.0,884300000.0
Change To Operating Activities,-89400000.0,-71700000.0,-89600000.0,153000000.0
Issuance Of Stock,76700000.0,43100000.0,72500000.0,64500000.0
Net Income,1302600000.0,1337600000.0,1410900000.0,854900000.0
Change In Cash,-165300000.0,-646000000.0,400200000.0,2011300000.0
Repurchase Of Stock,-1016900000.0,-900200000.0,-750100000.0,-250000000.0
Effect Of Exchange Rate,118400000.0,-45600000.0,-9800000.0,68200000.0
Total Cash From Operating Activities,1523500000.0,1407800000.0,1919500000.0,1435000000.0
Depreciation,324700000.0,230700000.0,233400000.0,244100000.0
Other Cashflows From Investing Activities,-68700000.0,-68700000.0,-1493400000.0,-36500000.0
Dividends Paid,-430100000.0,-479500000.0,-510100000.0,-507300000.0
Change To Inventory,-112400000.0,-186900000.0,3900000.0,109000000.0
Change To Account Receivables,-156700000.0,-213500000.0,-77800000.0,5900000.0
Other Cashflows From Financing Activities,-50500000.0,-59800000.0,-32200000.0,1884600000.0
Change To Netincome,58900000.0,160400000.0,290100000.0,-57900000.0
Capital Expenditures,-221300000.0,-284700000.0,-205400000.0,-146200000.0
Investments,2700000.0,,,
