,2017-09-30,2018-09-29,2019-09-28,2020-10-03
Intangible Assets,6243000000.0,6759000000.0,7037000000.0,6774000000.0
Capital Surplus,4378000000.0,4387000000.0,4378000000.0,4433000000.0
Total Liab,17507000000.0,16298000000.0,18824000000.0,19070000000.0
Total Stockholder Equity,10541000000.0,12803000000.0,13950000000.0,15254000000.0
Minority Interest,18000000.0,8000000.0,144000000.0,132000000.0
Other Current Liab,755000000.0,877000000.0,865000000.0,826000000.0
Total Assets,28066000000.0,29109000000.0,32918000000.0,34456000000.0
Common Stock,45000000.0,45000000.0,45000000.0,45000000.0
Other Current Assets,1023000000.0,181000000.0,403000000.0,367000000.0
Retained Earnings,9776000000.0,12329000000.0,13655000000.0,15100000000.0
Other Liab,4178000000.0,3305000000.0,3481000000.0,3677000000.0
Good Will,9324000000.0,9739000000.0,10844000000.0,10899000000.0
Treasury Stock,-3658000000.0,-3958000000.0,-4128000000.0,-4324000000.0
Other Assets,578000000.0,657000000.0,663000000.0,949000000.0
Cash,318000000.0,270000000.0,484000000.0,1420000000.0
Total Current Liabilities,4032000000.0,5031000000.0,5513000000.0,4234000000.0
Short Long Term Debt,128000000.0,1911000000.0,2102000000.0,548000000.0
Other Stockholder Equity,16000000.0,-15000000.0,-117000000.0,-179000000.0
Property Plant Equipment,5568000000.0,6169000000.0,7282000000.0,8128000000.0
Total Current Assets,6258000000.0,5688000000.0,6990000000.0,7598000000.0
Long Term Investments,95000000.0,97000000.0,102000000.0,108000000.0
Net Tangible Assets,-5026000000.0,-3695000000.0,-3931000000.0,-2419000000.0
Net Receivables,1675000000.0,1723000000.0,2173000000.0,1952000000.0
Long Term Debt,9297000000.0,7962000000.0,9830000000.0,10791000000.0
Inventory,3239000000.0,3513000000.0,3929000000.0,3859000000.0
Accounts Payable,1698000000.0,1694000000.0,1926000000.0,1876000000.0
Short Term Investments,3000000.0,1000000.0,1000000.0,
