,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,730800000.0,714600000.0,701600000.0,695900000.0,737600000.0,718600000.0
Capital Surplus,537800000.0,539000000.0,543200000.0,540000000.0,546600000.0,552700000.0
Total Liab,3367500000.0,3363800000.0,3363700000.0,3455400000.0,3614100000.0,3657500000.0
Total Stockholder Equity,1214200000.0,1299500000.0,1389800000.0,1455700000.0,1534200000.0,1575800000.0
Minority Interest,400000.0,500000.0,500000.0,500000.0,1800000.0,1800000.0
Other Current Liab,80700000.0,89600000.0,77200000.0,94900000.0,97200000.0,94900000.0
Total Assets,4582100000.0,4663800000.0,4754000000.0,4911600000.0,5150100000.0,5235100000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,900000.0,2100000.0,7700000.0,7400000.0,7100000.0,6100000.0
Retained Earnings,2663100000.0,2713500000.0,2762400000.0,2829900000.0,2885000000.0,2924800000.0
Other Liab,380200000.0,382000000.0,386300000.0,391500000.0,405400000.0,404800000.0
Good Will,1373500000.0,1380300000.0,1388800000.0,1392500000.0,1459400000.0,1456700000.0
Treasury Stock,-1988700000.0,-1955000000.0,-1917800000.0,-1916200000.0,-1899400000.0,-1903700000.0
Other Assets,102200000.0,100500000.0,101500000.0,104000000.0,105400000.0,106900000.0
Cash,208800000.0,245000000.0,348900000.0,333800000.0,231600000.0,234700000.0
Total Current Liabilities,775500000.0,947400000.0,1006000000.0,995600000.0,1107100000.0,1338000000.0
Short Long Term Debt,51100000.0,51100000.0,50000000.0,50800000.0,50800000.0,300400000.0
Other Stockholder Equity,-117200000.0,-87400000.0,-52400000.0,-64800000.0,-49300000.0,-55700000.0
Property Plant Equipment,965300000.0,950100000.0,950000000.0,930200000.0,952900000.0,969300000.0
Total Current Assets,1410300000.0,1518300000.0,1612100000.0,1789000000.0,1894800000.0,1983600000.0
Net Tangible Assets,-890100000.0,-795400000.0,-700600000.0,-632700000.0,-662800000.0,-599500000.0
Net Receivables,577300000.0,642300000.0,563600000.0,602900000.0,704800000.0,699100000.0
Long Term Debt,2083200000.0,1909100000.0,1846600000.0,1952900000.0,1974900000.0,1765600000.0
Inventory,574100000.0,585300000.0,645500000.0,801800000.0,893000000.0,970200000.0
Accounts Payable,361400000.0,494100000.0,552200000.0,536300000.0,612000000.0,607100000.0
Deferred Long Term Asset Charges,,,11000000.0,,,
