,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,167300000.0,178700000.0,764000000.0,701600000.0
Capital Surplus,514700000.0,527100000.0,536100000.0,543200000.0
Total Liab,2360000000.0,2224400000.0,3503900000.0,3363700000.0
Total Stockholder Equity,1190200000.0,1157000000.0,1312000000.0,1389800000.0
Minority Interest,600000.0,600000.0,500000.0,500000.0
Other Current Liab,173000000.0,82100000.0,86200000.0,77200000.0
Total Assets,3550800000.0,3382000000.0,4816400000.0,4754000000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,74200000.0,1000000.0,3700000.0,7700000.0
Retained Earnings,2511300000.0,2613800000.0,2734500000.0,2762400000.0
Other Liab,285900000.0,240900000.0,387700000.0,386300000.0
Good Will,822200000.0,833800000.0,1406300000.0,1388800000.0
Treasury Stock,-1837800000.0,-1985900000.0,-1960600000.0,-1917800000.0
Other Assets,123800000.0,109300000.0,109800000.0,101500000.0
Cash,526100000.0,268100000.0,247600000.0,348900000.0
Total Current Liabilities,976200000.0,815700000.0,928100000.0,1006000000.0
Deferred Long Term Asset Charges,21400000.0,20200000.0,11500000.0,11000000.0
Short Long Term Debt,153800000.0,1200000.0,50000000.0,50000000.0
Other Stockholder Equity,-9500000.0,-77600000.0,-76800000.0,-52400000.0
Property Plant Equipment,663900000.0,728500000.0,993900000.0,950000000.0
Total Current Assets,1766500000.0,1524600000.0,1538100000.0,1612100000.0
Net Tangible Assets,200700000.0,144500000.0,-858300000.0,-700600000.0
Net Receivables,595100000.0,571600000.0,591900000.0,563600000.0
Long Term Debt,1097900000.0,1164300000.0,2063400000.0,1846600000.0
Inventory,571100000.0,633900000.0,636700000.0,645500000.0
Accounts Payable,430300000.0,465400000.0,463400000.0,552200000.0
Long Term Investments,7100000.0,7100000.0,4300000.0,
Deferred Long Term Liab,1800000.0,,,
