,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,58800000.0,36200000.0,-39400000.0,83000000.0,63500000.0
Total Cashflows From Investing Activities,-165000000.0,-277800000.0,-1418200000.0,-49000000.0,-226200000.0
Net Borrowings,281500000.0,-85800000.0,947000000.0,-227800000.0,184900000.0
Total Cash From Financing Activities,-64500000.0,-396900000.0,731100000.0,-461700000.0,-32800000.0
Change To Operating Activities,-50300000.0,-2100000.0,13600000.0,4900000.0,-21100000.0
Issuance Of Stock,2600000.0,4800000.0,9300000.0,1500000.0,3500000.0
Net Income,292600000.0,305900000.0,333800000.0,247600000.0,402400000.0
Change In Cash,244200000.0,-258000000.0,-20500000.0,101300000.0,12800000.0
Repurchase Of Stock,-157600000.0,-112400000.0,-16400000.0,-10600000.0,-9800000.0
Effect Of Exchange Rate,30000000.0,-23600000.0,-1400000.0,9400000.0,500000.0
Total Cash From Operating Activities,443700000.0,440300000.0,668000000.0,602600000.0,271300000.0
Depreciation,116000000.0,124800000.0,180800000.0,184600000.0,184000000.0
Other Cashflows From Investing Activities,-11700000.0,-13900000.0,-15500000.0,2400000.0,-5500000.0
Dividends Paid,-185600000.0,-193700000.0,-204600000.0,-211500000.0,-218300000.0
Change To Inventory,-48100000.0,-54300000.0,53300000.0,-19700000.0,-305000000.0
Change To Account Receivables,-40600000.0,-25800000.0,53000000.0,24300000.0,-75000000.0
Other Cashflows From Financing Activities,-5400000.0,-9800000.0,-4200000.0,-13300000.0,6900000.0
Change To Netincome,105400000.0,44300000.0,61800000.0,73100000.0,19200000.0
Capital Expenditures,-159400000.0,-159600000.0,-143100000.0,-66200000.0,-106600000.0
