,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Net Income,-6100000.0,104800000.0,103200000.0,87500000.0,112200000.0,97200000.0,105500000.0,0.0
Depreciation,45400000.0,45800000.0,46900000.0,44900000.0,47300000.0,46800000.0,45000000.0,45200000.0
Change To Account Receivables,-6100000.0,-56600000.0,94100000.0,-34800000.0,-86100000.0,-3700000.0,49600000.0,-57800000.0
Change To Liabilities,-62100000.0,128000000.0,44900000.0,-12700000.0,70300000.0,-1700000.0,7600000.0,11400000.0
Change To Inventory,81200000.0,-8400000.0,-58200000.0,-107200000.0,-85600000.0,-85500000.0,-26700000.0,-58300000.0
Change To Operating Activities,9000000.0,47000000.0,-10900000.0,2200000.0,-9600000.0,-13500000.0,-200000.0,-9700000.0
Total Cashflows From Investing Activities,-17500000.0,-3800000.0,-10400000.0,-49900000.0,-119000000.0,-20000000.0,-37300000.0,
Net Borrowings,-332100000.0,-172700000.0,-63100000.0,109200000.0,22100000.0,33600000.0,20000000.0,
Total Cash From Financing Activities,-396400000.0,-227600000.0,-116700000.0,49100000.0,-30500000.0,-23800000.0,-27600000.0,
Issuance Of Stock,100000.0,400000.0,400000.0,2000000.0,400000.0,700000.0,400000.0,
Change In Cash,-297000000.0,36200000.0,103900000.0,-15100000.0,-102200000.0,3100000.0,127000000.0,
Repurchase Of Stock,-100000.0,-1800000.0,-500000.0,-8700000.0,-700000.0,-300000.0,-100000.0,
Effect Of Exchange Rate,4800000.0,6300000.0,12200000.0,-3700000.0,6400000.0,-3200000.0,1000000.0,
Total Cash From Operating Activities,112100000.0,261300000.0,218800000.0,-10600000.0,40900000.0,50100000.0,190900000.0,
Other Cashflows From Investing Activities,-2300000.0,3100000.0,-5300000.0,1400000.0,-300000.0,-500000.0,-6100000.0,
Dividends Paid,-52900000.0,-52900000.0,-53000000.0,-53000000.0,-53300000.0,-56000000.0,-56000000.0,
Other Cashflows From Financing Activities,-11400000.0,-600000.0,-500000.0,-400000.0,1000000.0,-1800000.0,8100000.0,
Change To Netincome,49700000.0,-500000.0,-2700000.0,8300000.0,-8400000.0,10700000.0,8600000.0,
Capital Expenditures,-18800000.0,-9300000.0,-13900000.0,-24000000.0,-25000000.0,-26800000.0,-30800000.0,
