,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,38748000.0,37274000.0,13295000.0,12548000.0,12110000.0,11474000.0,11010000.0
Total Liab,3579927000.0,3393205000.0,3354635000.0,3144097000.0,3024799000.0,2844552000.0,2902402000.0
Total Stockholder Equity,1423414000.0,1470346000.0,1675993000.0,1770199000.0,1846710000.0,1977749000.0,2088994000.0
Other Current Liab,289519000.0,339103000.0,295902000.0,270634000.0,256852000.0,290778000.0,238040000.0
Total Assets,5003341000.0,4863551000.0,5030628000.0,4914296000.0,4871509000.0,4822301000.0,4991396000.0
Common Stock,150000.0,150000.0,150000.0,151000.0,155000.0,158000.0,2088994000.0
Other Liab,80899000.0,74668000.0,98389000.0,98537000.0,100676000.0,99034000.0,86584000.0
Good Will,486868000.0,493631000.0,502214000.0,497970000.0,499541000.0,498166000.0,495215000.0
Other Assets,117821000.0,114588000.0,96806000.0,95623000.0,100043000.0,106879000.0,93282000.0
Cash,1079409000.0,865609000.0,1517361000.0,1348737000.0,1349793000.0,1253706000.0,1669453000.0
Total Current Liabilities,1618614000.0,1448399000.0,1413276000.0,1234317000.0,1361962000.0,1354538000.0,1450176000.0
Deferred Long Term Asset Charges,42589000.0,45995000.0,23930000.0,23796000.0,25046000.0,34543000.0,17812000.0
Property Plant Equipment,1270895000.0,1241017000.0,1195338000.0,1143437000.0,1112130000.0,1071338000.0,1055590000.0
Total Current Assets,3089009000.0,2973341000.0,3222975000.0,3157718000.0,3143185000.0,3127944000.0,3336299000.0
Net Tangible Assets,897798000.0,939441000.0,1160484000.0,1259681000.0,1335059000.0,1468109000.0,1582769000.0
Net Receivables,571630000.0,815416000.0,550240000.0,701687000.0,642876000.0,744679000.0,569014000.0
Long Term Debt,987949000.0,997347000.0,1003556000.0,1009951000.0,804621000.0,662903000.0,662531000.0
Inventory,1198509000.0,1056845000.0,895974000.0,851829000.0,881117000.0,837740000.0,811410000.0
Accounts Payable,664288000.0,643315000.0,575954000.0,490860000.0,613566000.0,532919000.0,613307000.0
Capital Surplus,1044055000.0,1050983000.0,1061173000.0,1072401000.0,1084018000.0,1096856000.0,
Other Current Assets,88942000.0,70758000.0,71438000.0,17816000.0,18710000.0,24055000.0,
Retained Earnings,450750000.0,490071000.0,673855000.0,747231000.0,806140000.0,918664000.0,
Treasury Stock,-71541000.0,-70858000.0,-59185000.0,-49584000.0,-43603000.0,-37929000.0,
Other Stockholder Equity,-71541000.0,-70858000.0,-59185000.0,-49584000.0,-43603000.0,-37929000.0,
Long Term Investments,,3700000.0,,7000000.0,4500000.0,6500000.0,
