,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,3561000000.0,3567000000.0,3564000000.0,3506000000.0,3500000000.0,3461000000.0,3370000000.0,3046000000.0
Capital Surplus,8252000000.0,8164000000.0,8078000000.0,7993000000.0,7906000000.0,7819000000.0,7734000000.0,7384000000.0
Total Liab,10741000000.0,10970000000.0,10800000000.0,10479000000.0,10609000000.0,10463000000.0,10088000000.0,10224000000.0
Total Stockholder Equity,3492000000.0,3726000000.0,3874000000.0,3836000000.0,3986000000.0,4055000000.0,4091000000.0,3980000000.0
Other Current Liab,107000000.0,82000000.0,102000000.0,97000000.0,112000000.0,132000000.0,59000000.0,81000000.0
Total Assets,14257000000.0,14720000000.0,14700000000.0,14340000000.0,14620000000.0,14520000000.0,14179000000.0,14204000000.0
Common Stock,448000000.0,448000000.0,448000000.0,450000000.0,450000000.0,450000000.0,450000000.0,441000000.0
Other Current Assets,,,61000000.0,23000000.0,23000000.0,33000000.0,74000000.0,41000000.0
Retained Earnings,-3605000000.0,-3301000000.0,-3174000000.0,-3085000000.0,-2888000000.0,-2698000000.0,-2602000000.0,-2368000000.0
Other Liab,1549000000.0,1583000000.0,1464000000.0,1460000000.0,1441000000.0,1383000000.0,1347000000.0,1596000000.0
Good Will,3496000000.0,3523000000.0,3553000000.0,3525000000.0,3533000000.0,3516000000.0,3504000000.0,3486000000.0
Treasury Stock,-1603000000.0,-1585000000.0,-1478000000.0,-1522000000.0,-1482000000.0,-1516000000.0,-1491000000.0,-1477000000.0
Other Assets,1243000000.0,1268000000.0,1242000000.0,1255000000.0,1278000000.0,1278000000.0,1278000000.0,1522000000.0
Cash,619000000.0,858000000.0,981000000.0,682000000.0,637000000.0,494000000.0,440000000.0,344000000.0
Total Current Liabilities,2917000000.0,3108000000.0,3621000000.0,3363000000.0,3776000000.0,3709000000.0,3317000000.0,3183000000.0
Deferred Long Term Asset Charges,860000000.0,882000000.0,838000000.0,843000000.0,857000000.0,855000000.0,814000000.0,797000000.0
Short Long Term Debt,399000000.0,94000000.0,463000000.0,357000000.0,610000000.0,253000000.0,,1000000.0
Other Stockholder Equity,-1006000000.0,-988000000.0,-880000000.0,-914000000.0,-873000000.0,-907000000.0,-882000000.0,-854000000.0
Property Plant Equipment,1671000000.0,1658000000.0,1706000000.0,1664000000.0,1649000000.0,1645000000.0,1762000000.0,1739000000.0
Total Current Assets,4286000000.0,4704000000.0,4628000000.0,4385000000.0,4655000000.0,4616000000.0,4262000000.0,4411000000.0
Net Tangible Assets,-3565000000.0,-3364000000.0,-3243000000.0,-3195000000.0,-3047000000.0,-2922000000.0,-2783000000.0,-2552000000.0
Net Receivables,1641000000.0,1814000000.0,1678000000.0,1530000000.0,1717000000.0,1686000000.0,1500000000.0,1421000000.0
Long Term Debt,5774000000.0,5788000000.0,5238000000.0,5198000000.0,4959000000.0,4936000000.0,4922000000.0,4914000000.0
Inventory,1714000000.0,1718000000.0,1638000000.0,1901000000.0,2016000000.0,2098000000.0,1997000000.0,2297000000.0
Accounts Payable,1157000000.0,1415000000.0,1526000000.0,1501000000.0,1577000000.0,1709000000.0,1680000000.0,1651000000.0
Long Term Investments,,,7000000.0,5000000.0,5000000.0,4000000.0,3000000.0,
Minority Interest,24000000.0,24000000.0,26000000.0,25000000.0,25000000.0,2000000.0,,
