,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-181303000.0,-143405000.0,-223987000.0,3981000.0,-3043994000.0
Change To Liabilities,-12733000.0,9381000.0,308485000.0,381899000.0,794257000.0
Total Cashflows From Investing Activities,-333464000.0,-714244000.0,-424871000.0,119696000.0,-2989146000.0
Net Borrowings,6963000.0,290038000.0,-165386000.0,88886000.0,529155000.0
Total Cash From Financing Activities,-235086000.0,-7403000.0,-513193000.0,-397843000.0,5831000.0
Change To Operating Activities,468813000.0,132746000.0,406793000.0,866872000.0,1169934000.0
Net Income,549094000.0,640749000.0,681944000.0,530670000.0,1022490000.0
Change In Cash,155186000.0,-132869000.0,206108000.0,1348656000.0,-803523000.0
Repurchase Of Stock,-47807000.0,-24750000.0,-18225000.0,-346357000.0,-122426000.0
Effect Of Exchange Rate,12853000.0,-31421000.0,379000.0,10117000.0,-4195000.0
Total Cash From Operating Activities,710883000.0,620199000.0,1143793000.0,1616686000.0,2183987000.0
Depreciation,112956000.0,131108000.0,113387000.0,135065000.0,129682000.0
Other Cashflows From Investing Activities,243032000.0,4262000.0,2844000.0,-26515000.0,-17983000.0
Dividends Paid,-66780290.0,-71971813.0,-78882220.0,-84147000.0,-90261373.0
Change To Account Receivables,-67752000.0,-43813000.0,-189151000.0,-173618000.0,-364395000.0
Other Cashflows From Financing Activities,-6043000.0,-17740000.0,-21391000.0,-56225000.0,-45162000.0
Change To Netincome,-360458000.0,-218929000.0,-138582000.0,-105280000.0,-255442000.0
Capital Expenditures,-115719000.0,-49860000.0,-60457000.0,-38171000.0,-66634000.0
