,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-7664000.0,-60300000.0,-7594000.0,-7717000.0,
Change To Liabilities,45136000.0,-77621000.0,3712000.0,-64032000.0,283185000.0
Total Cashflows From Investing Activities,-384595000.0,-1458939000.0,-264853000.0,-165887000.0,-418758000.0
Net Borrowings,-115484000.0,959037000.0,-300558000.0,-1364544000.0,85300000.0
Total Cash From Financing Activities,-112567000.0,882995000.0,-600669000.0,-1512551000.0,-985135000.0
Change To Operating Activities,-20185000.0,6967000.0,26574000.0,-856000.0,29895000.0
Net Income,533744000.0,480118000.0,541260000.0,638423000.0,1090873000.0
Change In Cash,45250000.0,57484000.0,197607000.0,-222703000.0,-38020000.0
Repurchase Of Stock,-60000000.0,-60000000.0,-291813000.0,-117292000.0,-876844000.0
Effect Of Exchange Rate,23512000.0,-77311000.0,-904000.0,11865000.0,-1174000.0
Total Cash From Operating Activities,518900000.0,710739000.0,1064033000.0,1443870000.0,1367047000.0
Depreciation,230203000.0,294077000.0,312082000.0,293964000.0,283091000.0
Change To Inventory,-203857000.0,-127153000.0,15460000.0,433072000.0,-234514000.0
Change To Account Receivables,-55979000.0,241000.0,26419000.0,93588000.0,-16234000.0
Other Cashflows From Financing Activities,2917000.0,-16042000.0,-8298000.0,-30715000.0,-120718000.0
Change To Netincome,-18538000.0,136235000.0,112750000.0,14766000.0,-4198000.0
Capital Expenditures,-179090000.0,-250027000.0,-265730000.0,-172695000.0,-293466000.0
Other Cashflows From Investing Activities,306540000.0,38724000.0,1253000.0,,-20959000.0
Dividends Paid,,,,,-72873000.0
