,2017-09-30,2018-09-30,2019-09-30,2020-09-30
Change To Liabilities,-130000000.0,340000000.0,56000000.0,-717000000.0
Total Cashflows From Investing Activities,-1247000000.0,1196000000.0,12078000000.0,-258000000.0
Net Borrowings,725000000.0,-2472000000.0,-3629000000.0,385000000.0
Total Cash From Financing Activities,-1352000000.0,-3752000000.0,-10554000000.0,-2937000000.0
Change To Operating Activities,-17000000.0,-170000000.0,-220000000.0,-81000000.0
Issuance Of Stock,157000000.0,66000000.0,171000000.0,75000000.0
Net Income,1611000000.0,2162000000.0,5674000000.0,631000000.0
Change In Cash,-322000000.0,-132000000.0,2621000000.0,-861000000.0
Repurchase Of Stock,-651000000.0,-300000000.0,-5983000000.0,-2204000000.0
Effect Of Exchange Rate,54000000.0,-106000000.0,-120000000.0,115000000.0
Total Cash From Operating Activities,100000000.0,2516000000.0,1202000000.0,2219000000.0
Depreciation,919000000.0,824000000.0,825000000.0,822000000.0
Dividends Paid,-702000000.0,-954000000.0,-920000000.0,-790000000.0
Change To Inventory,-51000000.0,-103000000.0,-72000000.0,45000000.0
Change To Account Receivables,-225000000.0,-475000000.0,-312000000.0,534000000.0
Other Cashflows From Financing Activities,-881000000.0,-92000000.0,-193000000.0,-403000000.0
Change To Netincome,-1254000000.0,-917000000.0,-3527000000.0,-46000000.0
Capital Expenditures,-760000000.0,-645000000.0,-586000000.0,-443000000.0
Investments,-21000000.0,-1000000.0,25000000.0,
Other Cashflows From Investing Activities,-657000000.0,-387000000.0,12625000000.0,
