,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,321800000.0,276300000.0,339200000.0,325900000.0,428000000.0
Capital Surplus,2797700000.0,1893800000.0,1777700000.0,1680700000.0,1582700000.0
Total Liab,3595900000.0,1970400000.0,2185600000.0,2090900000.0,2331700000.0
Total Stockholder Equity,5037800000.0,1836100000.0,1953900000.0,2106300000.0,2421900000.0
Other Current Liab,712300000.0,251500000.0,250400000.0,245800000.0,265100000.0
Total Assets,8633700000.0,3806500000.0,4139500000.0,4197200000.0,4753600000.0
Common Stock,1800000.0,1700000.0,1700000.0,1700000.0,1700000.0
Other Current Assets,719600000.0,16200000.0,9800000.0,6900000.0,6400000.0
Retained Earnings,2481700000.0,169200000.0,401000000.0,631200000.0,1051400000.0
Other Liab,955800000.0,364100000.0,346400000.0,413700000.0,323300000.0
Good Will,2112800000.0,2072700000.0,2258300000.0,2392200000.0,2504500000.0
Treasury Stock,-243400000.0,-228600000.0,-226500000.0,-207300000.0,-213900000.0
Other Assets,4170500000.0,145500000.0,119700000.0,119200000.0,122600000.0
Cash,86300000.0,74300000.0,82500000.0,82100000.0,94500000.0
Total Current Liabilities,1199400000.0,818700000.0,749000000.0,772500000.0,1051700000.0
Deferred Long Term Asset Charges,29000000.0,26200000.0,29600000.0,27400000.0,23100000.0
Other Stockholder Equity,-243400000.0,-228600000.0,-226500000.0,-207300000.0,-213900000.0
Property Plant Equipment,279800000.0,272600000.0,360400000.0,384800000.0,394500000.0
Total Current Assets,1748800000.0,1039400000.0,1061900000.0,975100000.0,1304000000.0
Net Tangible Assets,2603200000.0,-512900000.0,-643600000.0,-611800000.0,-510600000.0
Net Receivables,534600000.0,524700000.0,543900000.0,417600000.0,583100000.0
Long Term Debt,1440700000.0,787600000.0,1029100000.0,839600000.0,894100000.0
Inventory,356900000.0,387500000.0,377400000.0,420000000.0,562900000.0
Accounts Payable,321500000.0,378600000.0,325100000.0,245100000.0,385700000.0
