,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,325400000.0,323300000.0,325900000.0,315500000.0,348400000.0,339600000.0,428000000.0,420000000.0,407800000.0
Capital Surplus,1680300000.0,1698800000.0,1680700000.0,1676600000.0,1651300000.0,1614200000.0,1582700000.0,1584300000.0,1540500000.0
Total Liab,2166400000.0,2053700000.0,2090900000.0,2190300000.0,2083100000.0,2134700000.0,2331700000.0,2472000000.0,2309200000.0
Total Stockholder Equity,1949700000.0,2049800000.0,2106300000.0,2193800000.0,2271600000.0,2338100000.0,2421900000.0,2503900000.0,2563000000.0
Other Current Liab,285900000.0,266400000.0,266300000.0,281100000.0,284300000.0,292900000.0,265100000.0,273200000.0,277100000.0
Total Assets,4116100000.0,4103500000.0,4197200000.0,4384100000.0,4354700000.0,4472800000.0,4753600000.0,4975900000.0,4872200000.0
Common Stock,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0,1700000.0
Other Current Assets,8300000.0,10500000.0,6900000.0,4700000.0,4700000.0,4700000.0,6400000.0,6300000.0,6200000.0
Retained Earnings,482500000.0,561600000.0,631200000.0,726500000.0,825300000.0,935800000.0,1051400000.0,1132600000.0,1250900000.0
Other Liab,338000000.0,367200000.0,413700000.0,372700000.0,377200000.0,361700000.0,323300000.0,308100000.0,287400000.0
Good Will,2302100000.0,2329600000.0,2392200000.0,2367200000.0,2402100000.0,2386500000.0,2504500000.0,2493400000.0,2454800000.0
Treasury Stock,-214800000.0,-212300000.0,-207300000.0,-211000000.0,-206700000.0,-213600000.0,-213900000.0,-214700000.0,-230100000.0
Other Assets,121100000.0,118000000.0,119200000.0,118300000.0,120300000.0,121800000.0,122600000.0,124200000.0,149500000.0
Cash,90600000.0,82600000.0,82100000.0,95000000.0,95900000.0,173200000.0,94500000.0,102300000.0,135100000.0
Total Current Liabilities,750600000.0,818900000.0,772500000.0,823900000.0,931100000.0,1016000000.0,1051700000.0,1014400000.0,1056100000.0
Deferred Long Term Asset Charges,29200000.0,29600000.0,27400000.0,27500000.0,27500000.0,27300000.0,23100000.0,23100000.0,22900000.0
Other Stockholder Equity,-214800000.0,-212300000.0,-207300000.0,-211000000.0,-206700000.0,-213600000.0,-213900000.0,-214700000.0,-230100000.0
Property Plant Equipment,365800000.0,369100000.0,384800000.0,374600000.0,376600000.0,375400000.0,394500000.0,396600000.0,397500000.0
Total Current Assets,1001700000.0,963500000.0,975100000.0,1208500000.0,1107300000.0,1249500000.0,1304000000.0,1541700000.0,1462600000.0
Net Tangible Assets,-677800000.0,-603100000.0,-611800000.0,-488900000.0,-478900000.0,-388000000.0,-510600000.0,-409500000.0,-299600000.0
Net Receivables,451300000.0,417700000.0,417600000.0,620100000.0,487600000.0,516200000.0,583100000.0,697200000.0,536200000.0
Long Term Debt,1013000000.0,805200000.0,839600000.0,932400000.0,716600000.0,700900000.0,894100000.0,1091100000.0,911500000.0
Inventory,396500000.0,401700000.0,420000000.0,429100000.0,463400000.0,504600000.0,562900000.0,656200000.0,695000000.0
Accounts Payable,256000000.0,276600000.0,245100000.0,297100000.0,315300000.0,342500000.0,385700000.0,396800000.0,372500000.0
