,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Total Stockholder Equity,27642000000.0,29186000000.0,25317000000.0,26945000000.0,33294000000.0,35794000000.0,38184000000.0,38184000000.0,40883000000.0
Net Tangible Assets,-8991000000.0,-7739000000.0,-9525000000.0,-7668000000.0,799000000.0,3548000000.0,-6013000000.0,-6013000000.0,-3397000000.0
Intangible Assets,16566000000.0,16677000000.0,14604000000.0,14401000000.0,13622000000.0,13384000000.0,22933000000.0,23022000000.0,
Capital Surplus,39373000000.0,39489000000.0,39588000000.0,39613000000.0,44039000000.0,44149000000.0,44238000000.0,44275000000.0,
Total Liab,62871000000.0,60530000000.0,66184000000.0,63808000000.0,57300000000.0,57631000000.0,67437000000.0,65715000000.0,
Minority Interest,102000000.0,84000000.0,87000000.0,94000000.0,94000000.0,69000000.0,73000000.0,70000000.0,
Other Current Liab,2998000000.0,2848000000.0,4567000000.0,4181000000.0,3838000000.0,4341000000.0,3676000000.0,4146000000.0,
Total Assets,90615000000.0,89800000000.0,91588000000.0,90847000000.0,90688000000.0,93494000000.0,105694000000.0,106668000000.0,
Common Stock,1788000000.0,1788000000.0,1788000000.0,1788000000.0,1788000000.0,1788000000.0,1788000000.0,1788000000.0,
Other Current Assets,4194000000.0,4228000000.0,5103000000.0,4818000000.0,6201000000.0,4832000000.0,5424000000.0,5286000000.0,
Retained Earnings,49724000000.0,51107000000.0,47362000000.0,48888000000.0,48777000000.0,51691000000.0,53696000000.0,56252000000.0,
Other Liab,14537000000.0,13804000000.0,12135000000.0,13445000000.0,11361000000.0,10996000000.0,11650000000.0,12813000000.0,
Good Will,20067000000.0,20248000000.0,20238000000.0,20212000000.0,18873000000.0,18862000000.0,21264000000.0,21258000000.0,
Treasury Stock,-63243000000.0,-63198000000.0,-63421000000.0,-63344000000.0,-61310000000.0,-61834000000.0,-61538000000.0,-61432000000.0,
Other Assets,7040000000.0,7436000000.0,7846000000.0,9807000000.0,10335000000.0,10612000000.0,9400000000.0,9298000000.0,
Cash,11103000000.0,7356000000.0,8062000000.0,6981000000.0,8575000000.0,10016000000.0,8096000000.0,8556000000.0,
Total Current Liabilities,22178000000.0,20405000000.0,27327000000.0,26361000000.0,21906000000.0,23728000000.0,23872000000.0,22316000000.0,
Other Stockholder Equity,-6393000000.0,-6383000000.0,-6634000000.0,-6622000000.0,-4628000000.0,-4590000000.0,-4429000000.0,-4369000000.0,
Property Plant Equipment,15789000000.0,16919000000.0,19711000000.0,18295000000.0,18064000000.0,18565000000.0,20865000000.0,19747000000.0,
Total Current Assets,29343000000.0,26577000000.0,27764000000.0,26909000000.0,28665000000.0,31058000000.0,30266000000.0,31184000000.0,
Long Term Investments,1810000000.0,1943000000.0,1425000000.0,1223000000.0,1129000000.0,1013000000.0,966000000.0,2159000000.0,
Short Term Investments,,,,,,,,372000000.0,
Net Receivables,7980000000.0,8859000000.0,8288000000.0,8692000000.0,8378000000.0,10581000000.0,10779000000.0,11192000000.0,
Long Term Debt,26156000000.0,26321000000.0,25360000000.0,24002000000.0,24033000000.0,22907000000.0,30690000000.0,30586000000.0,
Inventory,6056000000.0,6128000000.0,6310000000.0,6402000000.0,5499000000.0,5603000000.0,5953000000.0,5774000000.0,
Accounts Payable,4097000000.0,4378000000.0,4594000000.0,4034000000.0,3897000000.0,4248000000.0,5989000000.0,5682000000.0,
Deferred Long Term Asset Charges,,,894000000.0,,,,692000000.0,,
Short Long Term Debt,,,2300000000.0,,,,2300000000.0,,
