,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,53000000.0,48000000.0,42000000.0,37000000.0,309000000.0,909000000.0,1080000000.0,1052000000.0,962000000.0,893000000.0
Total Liab,3651000000.0,3502000000.0,3395000000.0,4457000000.0,5448000000.0,5006000000.0,5163000000.0,6313000000.0,6175000000.0,5551000000.0
Total Stockholder Equity,7461000000.0,7782000000.0,8075000000.0,7963000000.0,7840000000.0,7728000000.0,7856000000.0,7617000000.0,7625000000.0,7641000000.0
Other Current Liab,1158000000.0,1219000000.0,860000000.0,1688000000.0,1737000000.0,1506000000.0,1520000000.0,2447000000.0,2324000000.0,1768000000.0
Total Assets,11112000000.0,11284000000.0,11470000000.0,12420000000.0,13288000000.0,12734000000.0,13019000000.0,13930000000.0,13800000000.0,13192000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,247000000.0,194000000.0,284000000.0,208000000.0,302000000.0,325000000.0,311000000.0,351000000.0,404000000.0,444000000.0
Retained Earnings,7508000000.0,7831000000.0,8016000000.0,8054000000.0,7887000000.0,7760000000.0,7855000000.0,7608000000.0,7607000000.0,7567000000.0
Other Liab,435000000.0,374000000.0,356000000.0,359000000.0,406000000.0,411000000.0,459000000.0,527000000.0,512000000.0,559000000.0
Good Will,1885000000.0,1889000000.0,1891000000.0,1896000000.0,2868000000.0,4256000000.0,5459000000.0,5389000000.0,5387000000.0,5382000000.0
Treasury Stock,-50000000.0,-52000000.0,-89000000.0,-94000000.0,-50000000.0,-35000000.0,-2000000.0,6000000.0,15000000.0,71000000.0
Other Assets,2015000000.0,2207000000.0,2249000000.0,2299000000.0,2165000000.0,2382000000.0,2574000000.0,2609000000.0,2436000000.0,2855000000.0
Cash,3768000000.0,4013000000.0,4059000000.0,4772000000.0,5260000000.0,2838000000.0,1630000000.0,2670000000.0,2732000000.0,2082000000.0
Total Current Liabilities,2664000000.0,2568000000.0,2485000000.0,3492000000.0,2964000000.0,2471000000.0,2577000000.0,3630000000.0,3513000000.0,2833000000.0
Deferred Long Term Asset Charges,1903000000.0,1894000000.0,1937000000.0,1924000000.0,2045000000.0,1960000000.0,2139000000.0,2130000000.0,2243000000.0,2327000000.0
Other Stockholder Equity,-50000000.0,-52000000.0,-89000000.0,-94000000.0,-50000000.0,-35000000.0,-2000000.0,6000000.0,15000000.0,71000000.0
Property Plant Equipment,642000000.0,450000000.0,458000000.0,467000000.0,733000000.0,510000000.0,516000000.0,522000000.0,864000000.0,545000000.0
Total Current Assets,6517000000.0,6690000000.0,6830000000.0,7721000000.0,7213000000.0,4677000000.0,3390000000.0,4358000000.0,4151000000.0,3517000000.0
Net Tangible Assets,5523000000.0,5845000000.0,6142000000.0,6030000000.0,4663000000.0,2563000000.0,1317000000.0,1176000000.0,1276000000.0,1366000000.0
Short Term Investments,1967000000.0,1947000000.0,1972000000.0,1938000000.0,1106000000.0,881000000.0,342000000.0,346000000.0,330000000.0,334000000.0
Net Receivables,461000000.0,507000000.0,423000000.0,778000000.0,521000000.0,557000000.0,1031000000.0,965000000.0,650000000.0,579000000.0
Long Term Debt,397000000.0,397000000.0,397000000.0,397000000.0,1876000000.0,1877000000.0,1877000000.0,1878000000.0,1878000000.0,1878000000.0
Accounts Payable,68000000.0,51000000.0,164000000.0,89000000.0,96000000.0,73000000.0,136000000.0,86000000.0,101000000.0,70000000.0
Short Long Term Debt,599000000.0,599000000.0,599000000.0,600000000.0,,,,,,
Capital Surplus,,,145000000.0,,,,,,,
