,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-5700000.0,-6571000.0,68389000.0,-4912000.0
Change To Liabilities,11532000.0,-1862000.0,5116000.0,470000.0
Total Cashflows From Investing Activities,-594296000.0,-376834000.0,-771824000.0,663586000.0
Net Borrowings,-29874000.0,-161913000.0,174326000.0,-1002080000.0
Total Cash From Financing Activities,-789818000.0,-963910000.0,-684474000.0,-1946393000.0
Change To Operating Activities,-24443000.0,27511000.0,24425000.0,-74514000.0
Issuance Of Stock,35340000.0,34534000.0,80901000.0,16783000.0
Net Income,603454000.0,657535000.0,970377000.0,913636000.0
Change In Cash,-118326000.0,15551000.0,686000.0,-17271000.0
Total Cash From Operating Activities,1265788000.0,1356295000.0,1456984000.0,1265536000.0
Depreciation,747577000.0,790117000.0,842776000.0,832443000.0
Dividends Paid,-742466000.0,-785985000.0,-834201000.0,-887028000.0
Other Cashflows From Financing Activities,-52818000.0,-50546000.0,-105500000.0,-74068000.0
Change To Netincome,-84394000.0,-151097000.0,-409160000.0,-420669000.0
Capital Expenditures,-1506000.0,-4505000.0,-4955000.0,-20100000.0
