,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,45130000.0,-32439000.0,-25433000.0,-76845000.0,-24197000.0,-9158000.0,-106995000.0
Change To Liabilities,-63434000.0,190992000.0,-932602000.0,-23763000.0,211263000.0,194622000.0,60504000.0
Total Cashflows From Investing Activities,-21566000.0,-69561000.0,-112250000.0,-154912000.0,-118810000.0,1950743000.0,-133376000.0
Net Borrowings,-381007000.0,70302000.0,976091000.0,875677000.0,-677502000.0,-1690887000.0,146270000.0
Total Cash From Financing Activities,-496930000.0,-7985000.0,863589000.0,1313499000.0,-883513000.0,-2523413000.0,-720668000.0
Change To Operating Activities,16619000.0,-21403000.0,44858000.0,-27258000.0,15423000.0,-40320000.0,15547000.0
Net Income,-857257000.0,-534731000.0,-447605000.0,-331829000.0,104753000.0,1350433000.0,131013000.0
Change In Cash,-1180912000.0,-241633000.0,507765000.0,1069875000.0,-545280000.0,-55399000.0,-367774000.0
Repurchase Of Stock,-119269000.0,-119269000.0,-119269000.0,-119269000.0,-220392000.0,-686533000.0,-727315000.0
Effect Of Exchange Rate,149000.0,16000.0,-136000.0,-1102000.0,1017000.0,-1018000.0,-448000.0
Total Cash From Operating Activities,-662565000.0,-164103000.0,-243438000.0,-87610000.0,456026000.0,518289000.0,486718000.0
Depreciation,299206000.0,294363000.0,298697000.0,290551000.0,283625000.0,279403000.0,297031000.0
Other Cashflows From Investing Activities,385000.0,488000.0,488000.0,342000.0,1000000.0,-1000000.0,45768000.0
Dividends Paid,-1233000.0,-1233000.0,-1236000.0,-1237000.0,-1220000.0,-1181000.0,-1151000.0
Change To Inventory,-462000.0,9476000.0,9013000.0,5911000.0,3356000.0,-3957000.0,-2203000.0
Change To Account Receivables,111884000.0,-55716000.0,767706000.0,-45970000.0,-92183000.0,-29469000.0,-68560000.0
Other Cashflows From Financing Activities,-114690000.0,-77054000.0,-111266000.0,558328000.0,15601000.0,-144812000.0,-138472000.0
Change To Netincome,-55041000.0,-52229000.0,80087000.0,33776000.0,-96399000.0,-1269805000.0,118044000.0
Capital Expenditures,-67098000.0,-37363000.0,-93008000.0,-78914000.0,-104478000.0,-138747000.0,-168558000.0
