,2020-06-28,2020-09-27,2020-12-27,2021-03-28,2021-06-27,2021-10-03,2022-01-02,2022-04-03
Other Current Liab,2643500000.0,2226700000.0,3193000000.0,3026900000.0,3131500000.0,3362900000.0,4002400000.0,3359400000.0
Other Current Assets,20700000.0,15400000.0,24700000.0,22000000.0,76800000.0,147600000.0,154400000.0,64700000.0
Other Liab,7391400000.0,7373800000.0,7513700000.0,7306900000.0,7251000000.0,7199500000.0,7068200000.0,6984400000.0
Other Assets,2251700000.0,2312700000.0,2297600000.0,2281700000.0,2406800000.0,2430600000.0,2429200000.0,2356500000.0
Long Term Investments,688600000.0,730600000.0,722800000.0,847400000.0,851700000.0,572900000.0,570000000.0,592100000.0
Net Receivables,1524900000.0,1395400000.0,1369900000.0,1219400000.0,1140800000.0,1133100000.0,1151500000.0,1282300000.0
Long Term Debt,14717900000.0,14728900000.0,14720300000.0,14630300000.0,13622500000.0,13618200000.0,13586900000.0,14025500000.0
Intangible Assets,599600000.0,552100000.0,506400000.0,444300000.0,398000000.0,349900000.0,302500000.0,
Capital Surplus,115400000.0,373900000.0,488600000.0,595400000.0,729300000.0,846100000.0,41100000.0,
Total Liab,37764900000.0,37173900000.0,37872400000.0,36020000000.0,36271100000.0,36707100000.0,37284200000.0,
Total Stockholder Equity,-8621600000.0,-7805100000.0,-7909700000.0,-7654000000.0,-6800800000.0,-5321200000.0,-8457200000.0,
Minority Interest,-2700000.0,5700000.0,5700000.0,5700000.0,6500000.0,6700000.0,6900000.0,
Total Assets,29140600000.0,29374500000.0,29968400000.0,28371700000.0,29476800000.0,31392600000.0,28833900000.0,
Common Stock,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,1200000.0,
Retained Earnings,-8208300000.0,-7815600000.0,-8253600000.0,-8124300000.0,-7501600000.0,-6315700000.0,-8753000000.0,
Good Will,3510100000.0,3597200000.0,3706800000.0,3658900000.0,3672000000.0,3677300000.0,3675700000.0,
Treasury Stock,-529900000.0,-364600000.0,-145900000.0,-126300000.0,-29700000.0,147200000.0,253500000.0,
Cash,3965900000.0,4350900000.0,5028100000.0,3880700000.0,4753100000.0,6455700000.0,3969400000.0,
Total Current Liabilities,8002000000.0,7346800000.0,7883900000.0,6505100000.0,7799800000.0,8151400000.0,8921100000.0,
Deferred Long Term Asset Charges,1740000000.0,1789900000.0,1792400000.0,1770000000.0,1851000000.0,1874800000.0,1859700000.0,
Short Long Term Debt,1249600000.0,1249900000.0,750000000.0,,998900000.0,998900000.0,999300000.0,
Other Stockholder Equity,-529900000.0,-364600000.0,-145900000.0,-126300000.0,-29700000.0,147200000.0,253500000.0,
Property Plant Equipment,14509600000.0,14375500000.0,14377300000.0,14159900000.0,14216600000.0,14605500000.0,14601400000.0,
Total Current Assets,7581000000.0,7806400000.0,8357500000.0,6979500000.0,7931700000.0,9756400000.0,7255100000.0,
Net Tangible Assets,-12731300000.0,-11954400000.0,-12122900000.0,-11757200000.0,-10870800000.0,-9348400000.0,-12435400000.0,
Short Term Investments,229900000.0,281200000.0,235500000.0,123000000.0,153600000.0,162200000.0,87400000.0,
Inventory,1583800000.0,1551400000.0,1471500000.0,1503600000.0,1548200000.0,1603900000.0,1637100000.0,
Accounts Payable,860800000.0,997900000.0,1050600000.0,1033600000.0,1127000000.0,1211600000.0,1289400000.0,
