,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Investments,439000.0,1183000.0,511000.0,-6017000.0,3143000.0,-3709000.0,2374000.0,1384000.0
Change To Liabilities,0.0,7359000.0,0.0,0.0,0.0,241051000.0,0.0,0.0
Total Cashflows From Investing Activities,-409030000.0,-525251000.0,-453592000.0,-392471000.0,-506254000.0,-611338000.0,-679748000.0,-502221000.0
Net Borrowings,77000.0,597390000.0,597390000.0,2199956000.0,596142000.0,596142000.0,596142000.0,2660000.0
Total Cash From Financing Activities,35284000.0,195482000.0,733314000.0,2359498000.0,-78215000.0,129224000.0,765206000.0,242051000.0
Change To Operating Activities,31655000.0,-84715000.0,-237505000.0,-2040881000.0,5234000.0,-167481000.0,-314365000.0,92101000.0
Issuance Of Stock,105804000.0,271678000.0,220009000.0,248960000.0,3830000.0,149709000.0,265861000.0,336469000.0
Net Income,117791000.0,65333000.0,217678000.0,296754000.0,102411000.0,48720000.0,249209000.0,324999000.0
Change In Cash,-112035000.0,-187256000.0,436791000.0,407712000.0,-340690000.0,-407898000.0,147282000.0,318490000.0
Total Cash From Operating Activities,261711000.0,142513000.0,157069000.0,-1559315000.0,243779000.0,74216000.0,61824000.0,578660000.0
Depreciation,107104000.0,111746000.0,115285000.0,118636000.0,119348000.0,124708000.0,127856000.0,133374000.0
Other Cashflows From Investing Activities,1467000.0,3569000.0,2706000.0,2465000.0,2835000.0,3951000.0,2058000.0,2244000.0
Dividends Paid,-70597000.0,-71770000.0,-79023000.0,-80325000.0,-81912000.0,-82644000.0,-90411000.0,-93533000.0
Other Cashflows From Financing Activities,-4426000.0,-4426000.0,-5062000.0,-9093000.0,-133000.0,62159000.0,-6386000.0,-3545000.0
Change To Netincome,5161000.0,5892000.0,61611000.0,66176000.0,16786000.0,-6981000.0,-876000.0,28186000.0
Capital Expenditures,-410936000.0,-530003000.0,-456809000.0,-388919000.0,-512232000.0,-611580000.0,-684180000.0,-505849000.0
Change To Inventory,18188000.0,18188000.0,-66166000.0,-66166000.0,-66166000.0,-66166000.0,,
Change To Account Receivables,7167000.0,7167000.0,-113665000.0,-113665000.0,-113665000.0,-113665000.0,,
