,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-10396000.0,-13957000.0,-25569000.0,-100609000.0,-70228000.0
Change To Liabilities,36780000.0,91737000.0,75281000.0,-133815000.0,188518000.0
Total Cashflows From Investing Activities,-213592000.0,-4489158000.0,-3091406000.0,-2178566000.0,-2144739000.0
Net Borrowings,-1968121000.0,2392065000.0,92749000.0,8630237000.0,1756229000.0
Total Cash From Financing Activities,-2675796000.0,1198073000.0,-670371000.0,9349788000.0,3040577000.0
Change To Operating Activities,331082000.0,375930000.0,387838000.0,-1345585000.0,1509328000.0
Issuance Of Stock,2525000.0,1431375000.0,1431375000.0,1431375000.0,1621860000.0
Net Income,1625133000.0,1811042000.0,1878887000.0,-5797462000.0,-5260499000.0
Change In Cash,-12491000.0,167740000.0,-44114000.0,3440736000.0,-982704000.0
Effect Of Exchange Rate,2331000.0,-20314000.0,1297000.0,1167000.0,-727000.0
Total Cash From Operating Activities,2874566000.0,3479139000.0,3716366000.0,-3731653000.0,-1877815000.0
Depreciation,951194000.0,1033697000.0,1245942000.0,1279254000.0,1292878000.0
Other Cashflows From Investing Activities,130942000.0,100962000.0,-41174000.0,-140622000.0,-20846000.0
Change To Inventory,2424000.0,-23849000.0,-8533000.0,27077000.0,-34527000.0
Change To Account Receivables,-32043000.0,-9573000.0,-9898000.0,121055000.0,-181707000.0
Other Cashflows From Financing Activities,-47747000.0,-91459000.0,-60864000.0,-385403000.0,-337512000.0
Change To Netincome,-85947000.0,147173000.0,83242000.0,1961605000.0,359639000.0
Capital Expenditures,-564138000.0,-3660028000.0,-3024663000.0,-1965131000.0,-2229704000.0
Dividends Paid,-437455000.0,-527494000.0,-602674000.0,-326421000.0,
Repurchase Of Stock,-224998000.0,-575039000.0,-99582000.0,,
