,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Intangible Assets,1118000000.0,1111200000.0,1420300000.0,1434300000.0,1420600000.0,1401300000.0,1383800000.0,1382500000.0,1334600000.0,1375900000.0
Total Liab,3869200000.0,3890400000.0,4583200000.0,4557700000.0,4652500000.0,4814200000.0,4871400000.0,5328200000.0,5381700000.0,5385500000.0
Total Stockholder Equity,2461800000.0,2628600000.0,2775500000.0,2924400000.0,3043500000.0,3054600000.0,3064800000.0,2914800000.0,2952400000.0,3030100000.0
Other Current Liab,488900000.0,590900000.0,113400000.0,597800000.0,667200000.0,793100000.0,129400000.0,626700000.0,685200000.0,775000000.0
Total Assets,6332300000.0,6519000000.0,7358700000.0,7482100000.0,7696000000.0,7868800000.0,7936200000.0,8243000000.0,8334100000.0,8415600000.0
Common Stock,1800000.0,1800000.0,1800000.0,1900000.0,1900000.0,1900000.0,1900000.0,2914800000.0,1900000.0,3030100000.0
Other Current Assets,168900000.0,170000000.0,187300000.0,202900000.0,197500000.0,215200000.0,193500000.0,232200000.0,258000000.0,223900000.0
Other Liab,533000000.0,529800000.0,525400000.0,528800000.0,521100000.0,489400000.0,431700000.0,605500000.0,432500000.0,550700000.0
Good Will,2081300000.0,2085200000.0,2394800000.0,2466200000.0,2470600000.0,2466600000.0,2465100000.0,2487500000.0,2479600000.0,2546200000.0
Other Assets,217100000.0,226000000.0,244000000.0,151400000.0,148500000.0,140800000.0,138100000.0,352000000.0,130400000.0,388200000.0
Cash,398400000.0,464500000.0,419100000.0,356100000.0,460000000.0,460700000.0,471500000.0,378200000.0,360600000.0,345300000.0
Total Current Liabilities,952800000.0,1135000000.0,1345100000.0,1197000000.0,1364700000.0,1528800000.0,1971100000.0,1354800000.0,1441500000.0,2047900000.0
Property Plant Equipment,958600000.0,958600000.0,1087600000.0,1084300000.0,1107400000.0,1134100000.0,1201200000.0,1064300000.0,1266800000.0,1097700000.0
Total Current Assets,1957300000.0,2138000000.0,2208500000.0,2345900000.0,2548900000.0,2726000000.0,2744500000.0,2956700000.0,3063800000.0,3007600000.0
Net Tangible Assets,-737500000.0,-567800000.0,-1039600000.0,-976100000.0,-847700000.0,-813300000.0,-784100000.0,-955200000.0,-861800000.0,-892000000.0
Net Receivables,657700000.0,765200000.0,734900000.0,828500000.0,844600000.0,921800000.0,885700000.0,1011600000.0,998500000.0,936100000.0
Long Term Debt,2245900000.0,2086500000.0,2572200000.0,2682800000.0,2608300000.0,2629100000.0,2309800000.0,3367900000.0,3357900000.0,2786900000.0
Inventory,732300000.0,738300000.0,867200000.0,958400000.0,1046800000.0,1128300000.0,1193800000.0,1334700000.0,1446700000.0,1502300000.0
Accounts Payable,463900000.0,544100000.0,620500000.0,599200000.0,697500000.0,735700000.0,764900000.0,728100000.0,756300000.0,672600000.0
Capital Surplus,2852900000.0,2903300000.0,2926300000.0,2955100000.0,2982800000.0,2994800000.0,3018300000.0,3030800000.0,3046200000.0,
Retained Earnings,1954700000.0,2052700000.0,2180200000.0,2358000000.0,2539300000.0,2670000000.0,2807900000.0,2989400000.0,3145000000.0,
Treasury Stock,-2347600000.0,-2329200000.0,-2332800000.0,-2390600000.0,-2480500000.0,-2612100000.0,-2763300000.0,-3107300000.0,-3240700000.0,
Other Stockholder Equity,-110300000.0,-91500000.0,-55100000.0,-51000000.0,-38400000.0,-53800000.0,-24600000.0,35300000.0,27800000.0,
Long Term Investments,,,3500000.0,,,,3500000.0,26100000.0,58900000.0,
Deferred Long Term Asset Charges,,,30800000.0,,,,28800000.0,,,
Short Long Term Debt,,,,,,,,,,
Minority Interest,1300000.0,,,,,,,,,
