,2020-07-03,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01
Intangible Assets,645300000.0,610100000.0,580100000.0,543000000.0,508300000.0,473500000.0,506600000.0,468700000.0,432900000.0
Capital Surplus,1737600000.0,1778700000.0,1801700000.0,1841500000.0,1873000000.0,1914400000.0,1935600000.0,1981200000.0,1987700000.0
Total Liab,3431900000.0,3273000000.0,3278300000.0,3106900000.0,3123600000.0,3121600000.0,3154900000.0,3189500000.0,3025000000.0
Total Stockholder Equity,3211900000.0,3350000000.0,3596900000.0,3673600000.0,3838600000.0,3881800000.0,3944700000.0,3987900000.0,3894500000.0
Other Current Liab,639500000.0,627800000.0,711700000.0,751000000.0,717800000.0,719200000.0,715300000.0,889100000.0,789400000.0
Total Assets,6645000000.0,6624300000.0,6876900000.0,6780500000.0,6962200000.0,7003400000.0,7099600000.0,7177400000.0,6919500000.0
Common Stock,200000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,200000.0
Other Current Assets,106200000.0,109200000.0,121500000.0,120100000.0,128400000.0,143400000.0,136800000.0,151600000.0,163900000.0
Retained Earnings,1672400000.0,1732000000.0,1893400000.0,1961800000.0,2077200000.0,2107700000.0,2170500000.0,2170300000.0,2145700000.0
Other Liab,584800000.0,579400000.0,566400000.0,561500000.0,566000000.0,559100000.0,551700000.0,521000000.0,467000000.0
Good Will,3807500000.0,3837400000.0,3876500000.0,3848000000.0,3846800000.0,3823600000.0,3981500000.0,3971000000.0,3886000000.0
Treasury Stock,-198300000.0,-161000000.0,-98500000.0,-130000000.0,-111900000.0,-140600000.0,-161700000.0,-163900000.0,-239100000.0
Other Assets,687100000.0,693400000.0,758200000.0,756800000.0,768900000.0,770200000.0,786700000.0,790300000.0,763900000.0
Cash,196400000.0,184000000.0,237700000.0,264600000.0,484400000.0,513200000.0,325700000.0,357200000.0,350100000.0
Total Current Liabilities,1170500000.0,1191500000.0,1311300000.0,1151600000.0,1168500000.0,1141200000.0,1188600000.0,1247000000.0,1449500000.0
Deferred Long Term Asset Charges,462500000.0,456500000.0,510200000.0,502700000.0,504700000.0,496000000.0,502000000.0,494900000.0,464000000.0
Short Long Term Debt,268200000.0,279600000.0,255800000.0,97500000.0,89100000.0,29100000.0,,,300000000.0
Other Stockholder Equity,-198300000.0,-161000000.0,-98500000.0,-130000000.0,-111900000.0,-140600000.0,-161700000.0,-163900000.0,-239100000.0
Property Plant Equipment,385100000.0,382800000.0,380700000.0,372700000.0,343700000.0,375600000.0,374200000.0,381900000.0,361700000.0
Total Current Assets,1120000000.0,1100600000.0,1281400000.0,1260000000.0,1494500000.0,1560500000.0,1450600000.0,1565500000.0,1475000000.0
Net Tangible Assets,-1240900000.0,-1097500000.0,-859700000.0,-717400000.0,-516500000.0,-415300000.0,-543400000.0,-451800000.0,-424400000.0
Net Receivables,478800000.0,488900000.0,620500000.0,576600000.0,583200000.0,580500000.0,624800000.0,655700000.0,589300000.0
Long Term Debt,1564500000.0,1390600000.0,1291400000.0,1291900000.0,1292300000.0,1292800000.0,1293200000.0,1293700000.0,994100000.0
Inventory,338600000.0,318500000.0,301700000.0,298700000.0,298500000.0,323400000.0,363300000.0,401000000.0,371700000.0
Accounts Payable,128900000.0,131400000.0,143200000.0,157900000.0,181400000.0,193400000.0,207300000.0,213300000.0,191700000.0
Deferred Long Term Liab,45300000.0,47300000.0,51300000.0,52800000.0,54000000.0,55000000.0,59700000.0,,
Minority Interest,1200000.0,1300000.0,1700000.0,,,,,,
