,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Intangible Assets,1783000000.0,1794000000.0,1710000000.0,1671000000.0,1640000000.0,1572000000.0,1474000000.0,1430000000.0
Capital Surplus,1030000000.0,1040000000.0,1065000000.0,1030000000.0,1044000000.0,1056000000.0,1068000000.0,1046000000.0
Total Liab,10082000000.0,10118000000.0,9836000000.0,9704000000.0,9717000000.0,9024000000.0,9356000000.0,9202000000.0
Total Stockholder Equity,2982000000.0,3602000000.0,3769000000.0,4089000000.0,4350000000.0,4679000000.0,4543000000.0,4658000000.0
Other Current Liab,340000000.0,210000000.0,203000000.0,306000000.0,243000000.0,164000000.0,229000000.0,402000000.0
Total Assets,13069000000.0,13725000000.0,13609000000.0,13796000000.0,14069000000.0,13705000000.0,13900000000.0,13860000000.0
Common Stock,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0
Other Current Assets,355000000.0,457000000.0,364000000.0,347000000.0,402000000.0,357000000.0,377000000.0,368000000.0
Retained Earnings,5048000000.0,5526000000.0,5659000000.0,6099000000.0,6492000000.0,7044000000.0,7186000000.0,7628000000.0
Other Liab,890000000.0,928000000.0,891000000.0,892000000.0,883000000.0,797000000.0,811000000.0,769000000.0
Good Will,2629000000.0,2690000000.0,2694000000.0,2707000000.0,2718000000.0,2703000000.0,2682000000.0,2685000000.0
Treasury Stock,-3101000000.0,-2969000000.0,-2960000000.0,-3045000000.0,-3191000000.0,-3426000000.0,-3716000000.0,-4021000000.0
Other Assets,142000000.0,161000000.0,178000000.0,157000000.0,169000000.0,187000000.0,178000000.0,212000000.0
Cash,3353000000.0,3654000000.0,3604000000.0,3602000000.0,3658000000.0,3274000000.0,3485000000.0,3135000000.0
Total Current Liabilities,1811000000.0,2400000000.0,2170000000.0,2066000000.0,2091000000.0,1471000000.0,1797000000.0,3034000000.0
Deferred Long Term Asset Charges,88000000.0,97000000.0,94000000.0,100000000.0,103000000.0,110000000.0,100000000.0,103000000.0
Short Long Term Debt,505000000.0,1111000000.0,621000000.0,603000000.0,600000000.0,,3000000.0,1351000000.0
Other Stockholder Equity,-856000000.0,-735000000.0,-730000000.0,-633000000.0,-623000000.0,-667000000.0,-764000000.0,-704000000.0
Property Plant Equipment,2192000000.0,2293000000.0,2394000000.0,2416000000.0,2463000000.0,2526000000.0,2603000000.0,2676000000.0
Total Current Assets,6285000000.0,6757000000.0,6611000000.0,6794000000.0,7048000000.0,6682000000.0,6930000000.0,6837000000.0
Long Term Investments,38000000.0,30000000.0,22000000.0,51000000.0,31000000.0,35000000.0,33000000.0,20000000.0
Net Tangible Assets,-1430000000.0,-882000000.0,-635000000.0,-289000000.0,-8000000.0,404000000.0,387000000.0,543000000.0
Net Receivables,984000000.0,1012000000.0,1013000000.0,1125000000.0,1170000000.0,1152000000.0,1133000000.0,1222000000.0
Long Term Debt,7226000000.0,6623000000.0,6612000000.0,6587000000.0,6596000000.0,6596000000.0,6597000000.0,5241000000.0
Inventory,1584000000.0,1626000000.0,1628000000.0,1700000000.0,1802000000.0,1875000000.0,1923000000.0,2057000000.0
Accounts Payable,335000000.0,357000000.0,457000000.0,346000000.0,369000000.0,387000000.0,436000000.0,402000000.0
Minority Interest,5000000.0,5000000.0,4000000.0,3000000.0,2000000.0,2000000.0,1000000.0,
