,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Capital Surplus,4216000000.0,4235000000.0,4257000000.0,4280000000.0,4319000000.0,4345000000.0,4369000000.0,4390000000.0
Total Liab,104149000000.0,114097000000.0,102005000000.0,101717000000.0,97814000000.0,95281000000.0,96834000000.0,93979000000.0
Total Stockholder Equity,8587000000.0,9196000000.0,9828000000.0,11098000000.0,12115000000.0,12207000000.0,12352000000.0,12377000000.0
Total Assets,113792000000.0,124349000000.0,112889000000.0,113871000000.0,110985000000.0,108544000000.0,110242000000.0,107412000000.0
Common Stock,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0
Other Current Assets,29000000.0,6485000000.0,25000000.0,326000000.0,923000000.0,32000000.0,2582000000.0,18000000.0
Retained Earnings,18673000000.0,19292000000.0,19955000000.0,21373000000.0,22936000000.0,23846000000.0,24766000000.0,25833000000.0
Other Liab,70000000.0,62000000.0,227000000.0,67000000.0,67000000.0,,198000000.0,77000000.0
Good Will,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0
Treasury Stock,-14308000000.0,-14337000000.0,-14390000000.0,-14561000000.0,-15146000000.0,-15990000000.0,-16789000000.0,-17852000000.0
Other Assets,2204000000.0,2222000000.0,2322000000.0,2150000000.0,1978000000.0,2548000000.0,2100000000.0,2142000000.0
Cash,15138000000.0,9513000000.0,13564000000.0,20348000000.0,15445000000.0,12716000000.0,8750000000.0,9625000000.0
Total Current Liabilities,82739000000.0,92744000000.0,84682000000.0,84834000000.0,83523000000.0,76765000000.0,83344000000.0,79408000000.0
Short Long Term Debt,1854000000.0,550000000.0,4217000000.0,4195000000.0,5126000000.0,,5185000000.0,2638000000.0
Other Stockholder Equity,122000000.0,93000000.0,45000000.0,-7000000.0,-39000000.0,-68000000.0,-94000000.0,-213000000.0
Property Plant Equipment,1115000000.0,1121000000.0,487000000.0,1021000000.0,986000000.0,987000000.0,425000000.0,984000000.0
Total Current Assets,96887000000.0,97440000000.0,96805000000.0,100641000000.0,97902000000.0,96398000000.0,99142000000.0,97423000000.0
Long Term Investments,13235000000.0,23216000000.0,12385000000.0,9709000000.0,9863000000.0,8355000000.0,7762000000.0,6608000000.0
Net Tangible Assets,8236000000.0,8846000000.0,8938000000.0,10748000000.0,11859000000.0,11951000000.0,11539000000.0,12122000000.0
Net Receivables,81720000000.0,81442000000.0,83215000000.0,79967000000.0,81533000000.0,83649000000.0,87810000000.0,87780000000.0
Long Term Debt,21340000000.0,21291000000.0,17024000000.0,16816000000.0,14224000000.0,18516000000.0,13292000000.0,14494000000.0
Accounts Payable,77364000000.0,78015000000.0,76904000000.0,76745000000.0,74476000000.0,72562000000.0,72393000000.0,72482000000.0
Intangible Assets,96000000.0,95000000.0,635000000.0,95000000.0,1000000.0,1000000.0,558000000.0,
Deferred Long Term Liab,,,33000000.0,,,,33000000.0,
Other Current Liab,,,17000000.0,23000000.0,23000000.0,2000000.0,9000000.0,
Deferred Long Term Asset Charges,,,1775000000.0,,,,1494000000.0,
