,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,-133300000.0,155900000.0,-42000000.0,-95100000.0
Total Cashflows From Investing Activities,-510800000.0,-416600000.0,-729300000.0,-613800000.0
Net Borrowings,-1144700000.0,-1191100000.0,-728300000.0,-307500000.0
Total Cash From Financing Activities,-1210500000.0,-1302200000.0,-779900000.0,-421800000.0
Change To Operating Activities,5700000.0,8400000.0,-17900000.0,69500000.0
Issuance Of Stock,145500000.0,107900000.0,158200000.0,129800000.0
Net Income,1813800000.0,-379200000.0,1131600000.0,-138900000.0
Change In Cash,-109700000.0,18400000.0,75100000.0,184200000.0
Effect Of Exchange Rate,29300000.0,-10200000.0,-1500000.0,15300000.0
Total Cash From Operating Activities,1582300000.0,1747400000.0,1585800000.0,1204500000.0
Depreciation,1062700000.0,1040500000.0,1006100000.0,1032700000.0
Other Cashflows From Investing Activities,-13800000.0,37700000.0,28400000.0,31300000.0
Dividends Paid,-193600000.0,-195200000.0,-196700000.0,-198500000.0
Change To Inventory,-120100000.0,-199500000.0,-125200000.0,-40800000.0
Change To Account Receivables,161700000.0,213600000.0,-93800000.0,-70000000.0
Other Cashflows From Financing Activities,-17700000.0,-23800000.0,-13100000.0,-45600000.0
Change To Netincome,-1358400000.0,1058500000.0,-384400000.0,738200000.0
Capital Expenditures,-493000000.0,-439000000.0,-523000000.0,-409200000.0
