,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,834000000.0,817000000.0,805000000.0,880000000.0,924000000.0,915000000.0,905000000.0,979000000.0,1045000000.0
Capital Surplus,1309000000.0,1318000000.0,1328000000.0,1322000000.0,1334000000.0,1344000000.0,1356000000.0,1354000000.0,1367000000.0
Total Liab,16192000000.0,16625000000.0,16753000000.0,17175000000.0,17819000000.0,18066000000.0,18282000000.0,18158000000.0,18639000000.0
Total Stockholder Equity,9258000000.0,9745000000.0,10789000000.0,11138000000.0,11858000000.0,11841000000.0,13105000000.0,12092000000.0,10553000000.0
Other Current Liab,3107000000.0,3024000000.0,3077000000.0,3181000000.0,3417000000.0,3342000000.0,3393000000.0,3560000000.0,3867000000.0
Total Assets,25450000000.0,26370000000.0,27542000000.0,28313000000.0,29677000000.0,29907000000.0,31387000000.0,30250000000.0,29192000000.0
Common Stock,397000000.0,397000000.0,397000000.0,397000000.0,397000000.0,397000000.0,397000000.0,397000000.0,397000000.0
Other Current Assets,773000000.0,778000000.0,815000000.0,806000000.0,796000000.0,843000000.0,749000000.0,737000000.0,709000000.0
Retained Earnings,8745000000.0,9132000000.0,10085000000.0,10603000000.0,11205000000.0,11257000000.0,12625000000.0,12241000000.0,11324000000.0
Other Liab,12118000000.0,12634000000.0,10409000000.0,13089000000.0,13495000000.0,13820000000.0,11365000000.0,13708000000.0,13887000000.0
Treasury Stock,-1193000000.0,-1102000000.0,-1021000000.0,-1184000000.0,-1078000000.0,-1157000000.0,-1273000000.0,-1900000000.0,-2535000000.0
Other Assets,1345000000.0,1395000000.0,1397000000.0,1392000000.0,1410000000.0,1495000000.0,1532000000.0,1555000000.0,1664000000.0
Cash,706000000.0,914000000.0,900000000.0,947000000.0,1003000000.0,1085000000.0,1139000000.0,987000000.0,1098000000.0
Total Current Liabilities,3229000000.0,3147000000.0,5516000000.0,3238000000.0,3476000000.0,3401000000.0,6092000000.0,3609000000.0,3911000000.0
Other Stockholder Equity,597000000.0,686000000.0,769000000.0,625000000.0,731000000.0,663000000.0,648000000.0,59000000.0,-423000000.0
Property Plant Equipment,209000000.0,211000000.0,213000000.0,213000000.0,213000000.0,209000000.0,205000000.0,203000000.0,201000000.0
Total Current Assets,3707000000.0,3776000000.0,3754000000.0,3968000000.0,4221000000.0,4219000000.0,4117000000.0,4143000000.0,4491000000.0
Long Term Investments,19355000000.0,20171000000.0,21373000000.0,21860000000.0,22909000000.0,23069000000.0,24628000000.0,23370000000.0,21791000000.0
Net Tangible Assets,9258000000.0,9745000000.0,10789000000.0,11138000000.0,11858000000.0,11841000000.0,13105000000.0,12092000000.0,10553000000.0
Net Receivables,2137000000.0,2011000000.0,1974000000.0,2147000000.0,2317000000.0,2204000000.0,2151000000.0,2340000000.0,2571000000.0
Long Term Debt,788000000.0,788000000.0,788000000.0,788000000.0,789000000.0,789000000.0,789000000.0,789000000.0,789000000.0
Accounts Payable,,,2368000000.0,,,,2627000000.0,,
