Date,Open,High,Low,Close,Adj Close,Volume
2013-02-01-00-00-00,7.634,7.7,7.524,7.66,7.66,5503000
2013-02-04-00-00-00,7.68,7.684,7.518,7.548,7.548,5640000
2013-02-05-00-00-00,7.6,7.73,7.536,7.626,7.626,6551000
2013-02-06-00-00-00,7.636,7.878,7.58,7.834,7.834,9466000
2013-02-07-00-00-00,7.838,7.936,7.79,7.896,7.896,5983000
2013-02-08-00-00-00,7.89,8.0,7.828,7.848,7.848,5699000
2013-02-11-00-00-00,7.596,7.83,7.5,7.684,7.684,16331500
2013-02-12-00-00-00,7.69,7.774,7.458,7.578,7.578,11306500
2013-02-13-00-00-00,7.66,7.8,7.61,7.69,7.69,4834000
2013-02-14-00-00-00,7.728,7.75,7.642,7.654,7.654,4953500
2013-02-15-00-00-00,7.7,7.702,7.39,7.408,7.408,10088000
2013-02-19-00-00-00,7.472,7.858,7.462,7.856,7.856,13507000
2013-02-20-00-00-00,7.86,7.93,7.692,7.708,7.708,15610000
2013-02-21-00-00-00,7.298,7.478,6.908,7.032,7.032,45189000
2013-02-22-00-00-00,7.144,7.278,7.12,7.222,7.222,12736500
2013-02-25-00-00-00,7.23,7.35,6.868,6.876,6.876,14447000
2013-02-26-00-00-00,6.892,6.992,6.76,6.886,6.886,13814500
2013-02-27-00-00-00,6.882,7.082,6.88,7.02,7.02,9796000
2013-02-28-00-00-00,7.178,7.22,6.874,6.966,6.966,9824500
