Date,Open,High,Low,Close,Adj Close,Volume
2010-07-01-00-00-00,5.0,5.184,4.054,4.392,4.392,41094000
2010-07-02-00-00-00,4.6,4.62,3.742,3.84,3.84,25699000
2010-07-06-00-00-00,4.0,4.0,3.166,3.222,3.222,34334500
2010-07-07-00-00-00,3.28,3.326,2.996,3.16,3.16,34608500
2010-07-08-00-00-00,3.228,3.504,3.114,3.492,3.492,38557000
2010-07-09-00-00-00,3.516,3.58,3.31,3.48,3.48,20253000
2010-07-12-00-00-00,3.59,3.614,3.4,3.41,3.41,11012500
2010-07-13-00-00-00,3.478,3.728,3.38,3.628,3.628,13400500
2010-07-14-00-00-00,3.588,4.03,3.552,3.968,3.968,20976000
2010-07-15-00-00-00,3.988,4.3,3.8,3.978,3.978,18699000
2010-07-16-00-00-00,4.14,4.26,4.01,4.128,4.128,13106500
2010-07-19-00-00-00,4.274,4.45,4.184,4.382,4.382,12432500
2010-07-20-00-00-00,4.37,4.37,4.01,4.06,4.06,9126500
2010-07-21-00-00-00,4.132,4.18,3.9,4.044,4.044,6262500
2010-07-22-00-00-00,4.1,4.25,4.074,4.2,4.2,4789000
2010-07-23-00-00-00,4.238,4.312,4.212,4.258,4.258,3268000
2010-07-26-00-00-00,4.3,4.3,4.06,4.19,4.19,4611000
2010-07-27-00-00-00,4.182,4.236,4.052,4.11,4.11,3098500
2010-07-28-00-00-00,4.11,4.18,4.102,4.144,4.144,2336000
2010-07-29-00-00-00,4.154,4.176,4.0,4.07,4.07,3080000
2010-07-30-00-00-00,4.04,4.088,3.91,3.988,3.988,2134500
